Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Baker Mayfield,CAR,1,0,2.0,2022,18
Christian McCaffrey,CAR,0,0,2.0,2022,18
D'Onta Foreman,CAR,0,0,2.0,2022,18
D.J. Moore,CAR,0,0,2.0,2022,18
Robbie Chosen,CAR,1,1,2.0,2022,18
Giovanni Ricci,CAR,0,0,2.0,2022,18
Ian Thomas,CAR,0,0,2.0,2022,18
Stephen Sullivan,CAR,0,0,2.0,2022,18
Shi Smith,CAR,0,0,2.0,2022,18
Daniel Jones,NYG,0,0,2.0,2022,18
Saquon Barkley,NYG,0,0,2.0,2022,18
Gary Brightwell,NYG,0,0,2.0,2022,18
Richie James,NYG,0,0,2.0,2022,18
David Sills,NYG,0,0,2.0,2022,18
Sterling Shepard,NYG,0,0,2.0,2022,18
Tanner Hudson,NYG,0,0,2.0,2022,18
Daniel Bellinger,NYG,0,0,2.0,2022,18
Kadarius Toney,NYG,0,0,2.0,2022,18
Matt Breida,NYG,0,0,2.0,2022,18
