Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Justin Herbert,LAC,0,0,2.0,2022,17
Austin Ekeler,LAC,0,0,2.0,2022,17
Joshua Kelley,LAC,0,0,2.0,2022,17
Sony Michel,LAC,0,0,2.0,2022,17
Mike Williams,LAC,0,0,2.0,2022,17
Gerald Everett,LAC,0,0,2.0,2022,17
DeAndre Carter,LAC,0,0,2.0,2022,17
Josh Palmer,LAC,0,0,2.0,2022,17
Zander Horvath,LAC,0,0,2.0,2022,17
Patrick Mahomes,KAN,0,0,2.0,2022,17
Clyde Edwards-Helaire,KAN,0,0,2.0,2022,17
Jerick McKinnon,KAN,0,0,2.0,2022,17
Michael Burton,KAN,0,0,2.0,2022,17
Isiah Pacheco,KAN,0,0,2.0,2022,17
Travis Kelce,KAN,0,0,2.0,2022,17
Justin Watson,KAN,0,0,2.0,2022,17
Marquez Valdes-Scantling,KAN,0,0,2.0,2022,17
Noah Gray,KAN,0,0,2.0,2022,17
JuJu Smith-Schuster,KAN,0,0,2.0,2022,17
Jody Fortson,KAN,0,0,2.0,2022,17
Mecole Hardman,KAN,0,0,2.0,2022,17
