Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Lamar Jackson,BAL,17,32,210,1,1,2,15,19,71.1,6.0,2022,88
Kenyan Drake,BAL,0,0,0,0,0,0,0,0,,6.0,2022,88
J.K. Dobbins,BAL,0,0,0,0,0,0,0,0,,6.0,2022,88
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,6.0,2022,88
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,6.0,2022,88
Demarcus Robinson,BAL,0,0,0,0,0,0,0,0,,6.0,2022,88
Josh Oliver,BAL,0,0,0,0,0,0,0,0,,6.0,2022,88
Devin Duvernay,BAL,0,0,0,0,0,0,0,0,,6.0,2022,88
Tylan Wallace,BAL,0,0,0,0,0,0,0,0,,6.0,2022,88
Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,6.0,2022,88
Daniel Jones,NYG,19,27,173,2,0,4,18,18,112.1,6.0,2022,88
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,6.0,2022,88
Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,,6.0,2022,88
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,6.0,2022,88
Marcus Johnson,NYG,0,0,0,0,0,0,0,0,,6.0,2022,88
Richie James,NYG,0,0,0,0,0,0,0,0,,6.0,2022,88
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,6.0,2022,88
David Sills,NYG,0,0,0,0,0,0,0,0,,6.0,2022,88
Matt Breida,NYG,0,0,0,0,0,0,0,0,,6.0,2022,88
