Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Lamar Jackson,BAL,7,77,0,25,6.0,2022,88
Kenyan Drake,BAL,10,119,1,30,6.0,2022,88
J.K. Dobbins,BAL,7,15,0,6,6.0,2022,88
Mark Andrews,BAL,0,0,0,0,6.0,2022,88
Isaiah Likely,BAL,0,0,0,0,6.0,2022,88
Demarcus Robinson,BAL,0,0,0,0,6.0,2022,88
Josh Oliver,BAL,0,0,0,0,6.0,2022,88
Devin Duvernay,BAL,0,0,0,0,6.0,2022,88
Tylan Wallace,BAL,0,0,0,0,6.0,2022,88
Patrick Ricard,BAL,0,0,0,0,6.0,2022,88
Daniel Jones,NYG,6,6,0,4,6.0,2022,88
Saquon Barkley,NYG,22,83,1,8,6.0,2022,88
Daniel Bellinger,NYG,0,0,0,0,6.0,2022,88
Wan'Dale Robinson,NYG,0,0,0,0,6.0,2022,88
Marcus Johnson,NYG,0,0,0,0,6.0,2022,88
Richie James,NYG,0,0,0,0,6.0,2022,88
Darius Slayton,NYG,0,0,0,0,6.0,2022,88
David Sills,NYG,0,0,0,0,6.0,2022,88
Matt Breida,NYG,3,-6,0,1,6.0,2022,88
