Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Bo Nix,DEN,19,33,223,0,1,4,28,34,65.6,9.0,2024,130
Courtland Sutton,DEN,1,1,2,1,0,0,0,2,118.7,9.0,2024,130
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Audric Estime,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Jaleel McLaughlin,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Troy Franklin,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Devaughn Vele,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Lil'Jordan Humphrey,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Adam Trautman,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Marvin Mims,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Lucas Krull,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Michael Burton,DEN,0,0,0,0,0,0,0,0,,9.0,2024,130
Lamar Jackson,BAL,16,19,280,3,0,1,11,53,158.3,9.0,2024,130
Derrick Henry,BAL,0,0,0,0,0,0,0,0,,9.0,2024,130
Justice Hill,BAL,0,0,0,0,0,0,0,0,,9.0,2024,130
Josh Johnson,BAL,0,0,0,0,0,0,0,0,,9.0,2024,130
Zay Flowers,BAL,0,0,0,0,0,0,0,0,,9.0,2024,130
Nelson Agholor,BAL,0,0,0,0,0,0,0,0,,9.0,2024,130
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,9.0,2024,130
Rashod Bateman,BAL,0,0,0,0,0,0,0,0,,9.0,2024,130
Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,9.0,2024,130
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,9.0,2024,130
