Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Josh Jacobs,LVR,11,35,0,1.0,20,1.8,15,1.4,2,5.5,7.0,2023,98
Zamir White,LVR,2,2,0,0.0,0,0.0,2,1.0,0,,7.0,2023,98
Tre Tucker,LVR,1,2,0,0.0,1,1.0,1,1.0,0,,7.0,2023,98
D'Onta Foreman,CHI,16,89,2,6.0,53,3.3,36,2.3,2,8.0,7.0,2023,98
Darrynton Evans,CHI,14,48,0,3.0,23,1.6,25,1.8,0,,7.0,2023,98
Tyson Bagent,CHI,3,24,0,3.0,18,6.0,6,2.0,0,,7.0,2023,98
Nathan Peterman,CHI,2,-4,0,,-4,-2.0,0,0.0,0,,7.0,2023,98
Tyler Scott,CHI,2,14,0,1.0,9,4.5,5,2.5,0,,7.0,2023,98
Darnell Mooney,CHI,1,2,0,,1,1.0,1,1.0,0,,7.0,2023,98
