Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jalen Hurts,PHI,12,29,2,5.0,20,1.7,9,0.8,0,,11.0,2023,164
D'Andre Swift,PHI,12,76,1,4.0,22,1.8,54,4.5,3,4.0,11.0,2023,164
Boston Scott,PHI,2,8,0,1.0,3,1.5,5,2.5,0,,11.0,2023,164
Kenneth Gainwell,PHI,1,1,0,,-1,-1.0,2,2.0,0,,11.0,2023,164
Isiah Pacheco,KAN,19,89,0,5.0,70,3.7,19,1.0,0,,11.0,2023,164
Patrick Mahomes,KAN,6,38,0,2.0,16,2.7,22,3.7,1,6.0,11.0,2023,164
Clyde Edwards-Helaire,KAN,2,20,0,1.0,16,8.0,4,2.0,0,,11.0,2023,164
Kadarius Toney,KAN,2,14,0,1.0,7,3.5,7,3.5,0,,11.0,2023,164
Jerick McKinnon,KAN,1,7,0,1.0,5,5.0,2,2.0,0,,11.0,2023,164
