Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Josh Allen,BUF,27,40,329,3,0,1,11,34,117.6,6.0,2022,92
Devin Singletary,BUF,0,0,0,0,0,0,0,0,,6.0,2022,92
James Cook,BUF,0,0,0,0,0,0,0,0,,6.0,2022,92
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,6.0,2022,92
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,6.0,2022,92
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,6.0,2022,92
Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,,6.0,2022,92
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,6.0,2022,92
Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,,6.0,2022,92
Tommy Sweeney,BUF,0,0,0,0,0,0,0,0,,6.0,2022,92
Patrick Mahomes,KAN,25,40,338,2,2,3,19,42,85.2,6.0,2022,92
Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
Isiah Pacheco,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
JuJu Smith-Schuster,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
Skyy Moore,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
Noah Gray,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
Justin Watson,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
Marquez Valdes-Scantling,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
Michael Burton,KAN,0,0,0,0,0,0,0,0,,6.0,2022,92
