Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Leonard Fournette,TAM,6,6,38,1,1.0,-7,-1.2,45,7.5,-1.2,5,1.2,0,0.0,0,132.6,6.0,2022,89
Chris Godwin,TAM,12,6,95,0,4.0,81,13.5,14,2.3,11.3,0,,0,0.0,0,76.7,6.0,2022,89
Mike Evans,TAM,4,4,42,0,2.0,33,8.3,9,2.3,8.3,0,,0,0.0,0,110.4,6.0,2022,89
Rachaad White,TAM,4,3,11,0,2.0,-1,-0.3,12,4.0,-0.5,0,,0,0.0,0,77.1,6.0,2022,89
Cameron Brate,TAM,3,2,14,0,,10,5.0,4,2.0,9.0,0,,0,0.0,0,77.1,6.0,2022,89
Russell Gage,TAM,4,2,20,0,1.0,18,9.0,2,1.0,10.0,0,,2,50.0,0,64.6,6.0,2022,89
Cade Otton,TAM,3,2,23,0,1.0,22,11.0,1,0.5,12.0,0,,0,0.0,0,89.6,6.0,2022,89
Breshad Perriman,TAM,1,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6,6.0,2022,89
Chase Claypool,PIT,7,7,96,1,6.0,66,9.4,30,4.3,9.4,0,,0,0.0,0,158.3,6.0,2022,89
Diontae Johnson,PIT,7,5,28,0,2.0,28,5.6,0,0.0,5.9,0,,0,0.0,0,78.3,6.0,2022,89
George Pickens,PIT,6,3,27,0,1.0,25,8.3,2,0.7,8.5,0,,0,0.0,0,62.5,6.0,2022,89
Najee Harris,PIT,3,2,7,1,1.0,-9,-4.5,16,8.0,-1.3,0,,0,0.0,0,109.7,6.0,2022,89
Connor Heyward,PIT,3,2,49,0,1.0,17,8.5,32,16.0,6.3,0,,0,0.0,0,109.7,6.0,2022,89
Zach Gentry,PIT,1,1,4,0,,0,0.0,4,4.0,0.0,0,,0,0.0,0,83.3,6.0,2022,89
