Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Rhamondre Stevenson,NWE,19,76,2,2.0,41,2.2,35,1.8,4,4.8,6.0,2022,84
Kevin Harris,NWE,3,5,0,,3,1.0,2,0.7,0,,6.0,2022,84
Tyquan Thornton,NWE,3,16,1,1.0,16,5.3,0,0.0,0,,6.0,2022,84
Bailey Zappe,NWE,3,-4,0,0.0,-4,-1.3,0,0.0,0,,6.0,2022,84
Pierre Strong,NWE,1,5,0,,3,3.0,2,2.0,0,,6.0,2022,84
Nick Chubb,CLE,12,56,0,2.0,49,4.1,7,0.6,0,,6.0,2022,84
Kareem Hunt,CLE,4,12,0,,4,1.0,8,2.0,1,4.0,6.0,2022,84
Jacoby Brissett,CLE,1,0,0,0.0,0,0.0,0,0.0,0,,6.0,2022,84
Donovan Peoples-Jones,CLE,1,2,0,0.0,2,2.0,0,0.0,0,,6.0,2022,84
