Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
David Long,MIA,0,5,4,80.0%,90.0,22.5,18.0,1.0,158.3,3.8,25.0,65.0,1,0,0,0.0,0,10,2,16.7%,4.0,2023,51
Kader Kohou,MIA,0,5,4,80.0%,101.0,25.3,20.2,2.0,158.3,12.4,56.0,45.0,1,0,0,0.0,0,2,1,33.3%,4.0,2023,51
Jerome Baker,MIA,0,3,3,100.0%,21.0,7.0,7.0,0.0,95.8,4.0,12.0,9.0,3,1,0,0.0,1,5,1,16.7%,4.0,2023,51
Jevon Holland,MIA,0,3,3,100.0%,27.0,9.0,9.0,0.0,104.2,2.0,6.0,21.0,0,0,0,0.0,0,6,2,25.0%,4.0,2023,51
Bradley Chubb,MIA,0,2,2,100.0%,12.0,6.0,6.0,0.0,91.7,-1.5,-3.0,15.0,2,3,1,0.0,4,2,1,33.3%,4.0,2023,51
Justin Bethel,MIA,0,3,2,66.7%,25.0,12.5,8.3,1.0,131.9,16.7,22.0,3.0,1,0,0,0.0,0,4,1,20.0%,4.0,2023,51
Xavien Howard,MIA,0,2,1,50.0%,8.0,8.0,4.0,0.0,60.4,14.0,8.0,0.0,1,0,0,0.0,0,3,0,0.0%,4.0,2023,51
Duke Riley,MIA,0,1,1,100.0%,2.0,2.0,2.0,0.0,79.2,1.0,1.0,1.0,1,0,0,0.0,0,1,2,66.7%,4.0,2023,51
Kelvin Joseph,MIA,0,1,1,100.0%,34.0,34.0,34.0,0.0,118.7,30.0,30.0,4.0,0,0,0,0.0,0,1,0,0.0%,4.0,2023,51
Andrew Van Ginkel,MIA,0,0,0,,,,,,,,,,1,1,0,2.0,3,5,0,0.0%,4.0,2023,51
Zach Sieler,MIA,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%,4.0,2023,51
Emmanuel Ogbah,MIA,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,4.0,2023,51
Brandon Jones,MIA,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,2,50.0%,4.0,2023,51
Terrel Bernard,BUF,0,5,4,80.0%,65.0,16.3,13.0,0.0,118.7,11.4,34.0,31.0,2,0,0,0.0,0,5,0,0.0%,4.0,2023,51
Dane Jackson,BUF,0,4,4,100.0%,44.0,11.0,11.0,0.0,112.5,9.3,37.0,7.0,0,0,0,0.0,0,4,2,33.3%,4.0,2023,51
Christian Benford,BUF,0,4,3,75.0%,58.0,19.3,14.5,0.0,116.7,13.3,47.0,11.0,0,0,0,0.0,0,1,0,0.0%,4.0,2023,51
Taron Johnson,BUF,0,6,3,50.0%,27.0,9.0,4.5,0.0,62.5,2.2,-2.0,29.0,2,0,0,0.0,0,4,2,33.3%,4.0,2023,51
Matt Milano,BUF,0,4,2,50.0%,23.0,11.5,5.8,0.0,67.7,3.8,16.0,7.0,2,0,0,0.0,0,10,1,9.1%,4.0,2023,51
Taylor Rapp,BUF,0,2,2,100.0%,29.0,14.5,14.5,0.0,118.7,9.0,18.0,11.0,0,0,0,0.0,0,6,1,14.3%,4.0,2023,51
Tre'Davious White,BUF,0,4,1,25.0%,8.0,8.0,2.0,0.0,39.6,-0.5,2.0,6.0,1,0,1,0.0,1,3,0,0.0%,4.0,2023,51
Cameron Lewis,BUF,0,1,1,100.0%,1.0,1.0,1.0,0.0,79.2,-5.0,-5.0,6.0,0,0,0,0.0,0,2,0,0.0%,4.0,2023,51
Micah Hyde,BUF,1,1,1,100.0%,11.0,11.0,11.0,1.0,112.5,11.0,11.0,0.0,0,0,0,0.0,0,5,0,0.0%,4.0,2023,51
DaQuan Jones,BUF,0,0,0,,,,,,,,,,0,3,1,1.0,5,2,2,50.0%,4.0,2023,51
Gregory Rousseau,BUF,0,0,0,,,,,,,,,,0,1,0,2.0,3,3,0,0.0%,4.0,2023,51
Leonard Floyd,BUF,0,0,0,,,,,,,,,,0,1,2,0.0,3,2,0,0.0%,4.0,2023,51
Kingsley Jonathan,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,4.0,2023,51
Ed Oliver,BUF,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,4.0,2023,51
Tim Settle,BUF,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,2,66.7%,4.0,2023,51
