Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Rhamondre Stevenson,NWE,14,30,0,1.0,3,0.2,27,1.9,0,,4.0,2023,62
Ezekiel Elliott,NWE,6,16,0,1.0,8,1.3,8,1.3,0,,4.0,2023,62
Mac Jones,NWE,3,7,0,0.0,7,2.3,0,0.0,0,,4.0,2023,62
Tony Pollard,DAL,11,47,0,2.0,27,2.5,20,1.8,0,,4.0,2023,62
Deuce Vaughn,DAL,8,9,0,,1,0.1,8,1.0,0,,4.0,2023,62
Rico Dowdle,DAL,3,9,0,1.0,4,1.3,5,1.7,0,,4.0,2023,62
Cooper Rush,DAL,3,-2,0,0.0,-2,-0.7,0,0.0,0,,4.0,2023,62
Hunter Luepke,DAL,2,4,1,1.0,0,0.0,4,2.0,0,,4.0,2023,62
CeeDee Lamb,DAL,1,12,0,1.0,10,10.0,2,2.0,0,,4.0,2023,62
Dak Prescott,DAL,1,-1,0,0.0,-1,-1.0,0,0.0,0,,4.0,2023,62
KaVontae Turpin,DAL,1,46,0,1.0,32,32.0,14,14.0,0,,4.0,2023,62
