Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Josh Allen,BUF,1,0,4.0,2022,52
Devin Singletary,BUF,1,1,4.0,2022,52
Zack Moss,BUF,0,0,4.0,2022,52
Stefon Diggs,BUF,0,0,4.0,2022,52
Dawson Knox,BUF,0,0,4.0,2022,52
Khalil Shakir,BUF,0,0,4.0,2022,52
Isaiah McKenzie,BUF,0,0,4.0,2022,52
Gabriel Davis,BUF,0,0,4.0,2022,52
Jamison Crowder,BUF,0,0,4.0,2022,52
James Cook,BUF,0,0,4.0,2022,52
Quintin Morris,BUF,0,0,4.0,2022,52
Lamar Jackson,BAL,0,0,4.0,2022,52
Justice Hill,BAL,0,0,4.0,2022,52
J.K. Dobbins,BAL,0,0,4.0,2022,52
Patrick Ricard,BAL,0,0,4.0,2022,52
Devin Duvernay,BAL,0,0,4.0,2022,52
Rashod Bateman,BAL,0,0,4.0,2022,52
Mark Andrews,BAL,0,0,4.0,2022,52
Demarcus Robinson,BAL,0,0,4.0,2022,52
