#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,9:57,NYJ 9,3,2:16,9,Punt,0,Jets,4.0,2022,59
2,1,7:35,PIT 36,7,3:32,16,Field Goal,0,Jets,4.0,2022,59
3,1,2:05,NYJ 30,9,4:28,70,Touchdown,0,Jets,4.0,2022,59
4,2,8:30,NYJ 40,3,0:57,2,Punt,0,Jets,4.0,2022,59
5,2,5:22,NYJ 9,5,1:39,22,Punt,0,Jets,4.0,2022,59
6,2,2:32,NYJ 46,7,2:12,25,Interception,0,Jets,4.0,2022,59
7,3,15:00,NYJ 25,3,1:07,1,Punt,0,Jets,4.0,2022,59
8,3,10:59,NYJ 11,4,2:14,19,Interception,0,Jets,4.0,2022,59
9,3,7:18,NYJ 25,6,2:11,23,Punt,0,Jets,4.0,2022,59
10,4,13:36,NYJ 19,11,6:05,81,Touchdown,0,Jets,4.0,2022,59
11,4,3:34,NYJ 35,10,3:18,65,Touchdown,0,Jets,4.0,2022,59
