Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Sam Howell,WAS,1,1,10.0,2023,148
Brian Robinson Jr.,WAS,0,0,10.0,2023,148
Antonio Gibson,WAS,0,0,10.0,2023,148
Dyami Brown,WAS,0,0,10.0,2023,148
Logan Thomas,WAS,0,0,10.0,2023,148
Terry McLaurin,WAS,0,0,10.0,2023,148
John Bates,WAS,0,0,10.0,2023,148
Byron Pringle,WAS,0,0,10.0,2023,148
Curtis Samuel,WAS,0,0,10.0,2023,148
Alex Armah,WAS,0,0,10.0,2023,148
Jamison Crowder,WAS,0,0,10.0,2023,148
Jahan Dotson,WAS,0,0,10.0,2023,148
Geno Smith,SEA,0,0,10.0,2023,148
Kenneth Walker III,SEA,0,0,10.0,2023,148
Zach Charbonnet,SEA,0,0,10.0,2023,148
D.K. Metcalf,SEA,0,0,10.0,2023,148
Tyler Lockett,SEA,0,0,10.0,2023,148
Jaxon Smith-Njigba,SEA,0,0,10.0,2023,148
Will Dissly,SEA,0,0,10.0,2023,148
Jake Bobo,SEA,0,0,10.0,2023,148
Noah Fant,SEA,0,0,10.0,2023,148
Colby Parkinson,SEA,0,0,10.0,2023,148
