Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Bryce Young,CAR,3,18,0,8,10.0,2023,137
Chuba Hubbard,CAR,9,23,0,9,10.0,2023,137
Raheem Blackshear,CAR,2,7,0,4,10.0,2023,137
Mike Strachan,CAR,0,0,0,0,10.0,2023,137
Adam Thielen,CAR,0,0,0,0,10.0,2023,137
Jonathan Mingo,CAR,0,0,0,0,10.0,2023,137
Tommy Tremble,CAR,0,0,0,0,10.0,2023,137
Hayden Hurst,CAR,0,0,0,0,10.0,2023,137
Terrace Marshall Jr.,CAR,0,0,0,0,10.0,2023,137
Miles Sanders,CAR,2,-5,0,1,10.0,2023,137
Tyson Bagent,CHI,6,12,0,7,10.0,2023,137
D'Onta Foreman,CHI,21,80,1,11,10.0,2023,137
Roschon Johnson,CHI,5,18,0,6,10.0,2023,137
Tyler Scott,CHI,1,16,0,16,10.0,2023,137
Darrynton Evans,CHI,2,5,0,3,10.0,2023,137
D.J. Moore,CHI,1,1,0,1,10.0,2023,137
Cole Kmet,CHI,1,1,0,1,10.0,2023,137
Darnell Mooney,CHI,0,0,0,0,10.0,2023,137
Equanimeous St. Brown,CHI,0,0,0,0,10.0,2023,137
