Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Josh Allen,BUF,9,30,131,1,0,1,5,49,56.4,5.0,2024,67
James Cook,BUF,0,0,0,0,0,0,0,0,,5.0,2024,67
Ty Johnson,BUF,0,0,0,0,0,0,0,0,,5.0,2024,67
Keon Coleman,BUF,0,0,0,0,0,0,0,0,,5.0,2024,67
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,5.0,2024,67
Mack Hollins,BUF,0,0,0,0,0,0,0,0,,5.0,2024,67
Ray Davis,BUF,0,0,0,0,0,0,0,0,,5.0,2024,67
Marquez Valdes-Scantling,BUF,0,0,0,0,0,0,0,0,,5.0,2024,67
Curtis Samuel,BUF,0,0,0,0,0,0,0,0,,5.0,2024,67
C.J. Stroud,HOU,28,38,331,1,1,1,0,67,97.6,5.0,2024,67
Cam Akers,HOU,0,0,0,0,0,0,0,0,,5.0,2024,67
Dare Ogunbowale,HOU,0,0,0,0,0,0,0,0,,5.0,2024,67
Stefon Diggs,HOU,0,0,0,0,0,0,0,0,,5.0,2024,67
Nico Collins,HOU,0,0,0,0,0,0,0,0,,5.0,2024,67
Dalton Schultz,HOU,0,0,0,0,0,0,0,0,,5.0,2024,67
Xavier Hutchinson,HOU,0,0,0,0,0,0,0,0,,5.0,2024,67
Cade Stover,HOU,0,0,0,0,0,0,0,0,,5.0,2024,67
Tank Dell,HOU,0,0,0,0,0,0,0,0,,5.0,2024,67
