Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Daniel Jones,NYG,1,0,5.0,2024,76
Tyrone Tracy Jr.,NYG,0,0,5.0,2024,76
Eric Gray,NYG,1,1,5.0,2024,76
Wan'Dale Robinson,NYG,0,0,5.0,2024,76
Darius Slayton,NYG,0,0,5.0,2024,76
Theo Johnson,NYG,0,0,5.0,2024,76
Geno Smith,SEA,0,0,5.0,2024,76
Kenneth Walker III,SEA,0,0,5.0,2024,76
Zach Charbonnet,SEA,0,0,5.0,2024,76
Tyler Lockett,SEA,0,0,5.0,2024,76
D.K. Metcalf,SEA,1,1,5.0,2024,76
Jaxon Smith-Njigba,SEA,0,0,5.0,2024,76
Noah Fant,SEA,0,0,5.0,2024,76
AJ Barner,SEA,0,0,5.0,2024,76
Pharaoh Brown,SEA,0,0,5.0,2024,76
Jake Bobo,SEA,0,0,5.0,2024,76
