Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Daniel Jones,NYG,1,0,16.0,2022,233
Saquon Barkley,NYG,0,0,16.0,2022,233
Matt Breida,NYG,0,0,16.0,2022,233
Richie James,NYG,0,0,16.0,2022,233
Isaiah Hodgins,NYG,0,0,16.0,2022,233
Darius Slayton,NYG,0,0,16.0,2022,233
Daniel Bellinger,NYG,1,1,16.0,2022,233
Gary Brightwell,NYG,0,0,16.0,2022,233
Kirk Cousins,MIN,0,0,16.0,2022,233
Dalvin Cook,MIN,0,0,16.0,2022,233
Alexander Mattison,MIN,0,0,16.0,2022,233
Justin Jefferson,MIN,0,0,16.0,2022,233
T.J. Hockenson,MIN,0,0,16.0,2022,233
K.J. Osborn,MIN,0,0,16.0,2022,233
Johnny Mundt,MIN,0,0,16.0,2022,233
Adam Thielen,MIN,0,0,16.0,2022,233
C.J. Ham,MIN,0,0,16.0,2022,233
