Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Levi Wallace,PIT,1,0,0,0,2,0.0,3,2,1,0,0,0,0,0,0,5.0,2022,68
Myles Jack,PIT,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,5.0,2022,68
Cameron Heyward,PIT,0,0,0,0,0,0.0,5,1,4,0,0,0,0,0,1,5.0,2022,68
Arthur Maulet,PIT,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,5.0,2022,68
James Pierre,PIT,0,0,0,0,1,0.0,5,5,0,0,0,0,0,0,0,5.0,2022,68
Devin Bush Jr.,PIT,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,5.0,2022,68
Cameron Sutton,PIT,0,0,0,0,0,0.0,4,4,0,1,0,0,0,0,0,5.0,2022,68
Tre Norwood,PIT,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,5.0,2022,68
Josh Jackson,PIT,0,0,0,0,0,0.0,2,1,1,0,0,1,0,0,0,5.0,2022,68
Minkah Fitzpatrick,PIT,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,5.0,2022,68
Alex Highsmith,PIT,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,5.0,2022,68
Diontae Johnson,PIT,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,5.0,2022,68
DeMarvin Leal,PIT,0,0,0,0,2,0.0,1,1,0,0,0,0,0,0,0,5.0,2022,68
Malik Reed,PIT,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,5.0,2022,68
Robert Spillane,PIT,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,5.0,2022,68
Kaiir Elam,BUF,1,0,0,0,1,0.0,10,7,3,0,0,0,0,0,0,5.0,2022,68
Tyrel Dodson,BUF,0,0,0,0,0,1.0,11,7,4,1,1,0,0,0,0,5.0,2022,68
A.J. Epenesa,BUF,0,0,0,0,1,1.0,1,1,0,1,1,0,0,0,0,5.0,2022,68
Von Miller,BUF,0,0,0,0,0,1.0,1,1,0,1,2,0,0,0,0,5.0,2022,68
Jaquan Johnson,BUF,0,0,0,0,0,0.0,8,2,6,0,0,0,0,0,0,5.0,2022,68
Damar Hamlin,BUF,0,0,0,0,0,0.0,7,6,1,1,0,0,0,0,0,5.0,2022,68
Terrel Bernard,BUF,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,5.0,2022,68
Dane Jackson,BUF,0,0,0,0,1,0.0,6,6,0,0,0,0,0,0,0,5.0,2022,68
Taron Johnson,BUF,0,0,0,0,1,0.0,5,5,0,1,0,1,0,0,0,5.0,2022,68
Baylon Spector,BUF,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,5.0,2022,68
DaQuan Jones,BUF,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,5.0,2022,68
Matt Milano,BUF,0,0,0,0,2,0.0,2,1,1,0,0,0,0,0,0,5.0,2022,68
Siran Neal,BUF,0,0,0,0,4,0.0,2,1,1,0,1,0,0,0,0,5.0,2022,68
Joe Giles-Harris,BUF,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,5.0,2022,68
Ja'Marcus Ingram,BUF,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,5.0,2022,68
Shaq Lawson,BUF,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,5.0,2022,68
Cameron Lewis,BUF,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,5.0,2022,68
Jordan Phillips,BUF,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,5.0,2022,68
Gregory Rousseau,BUF,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,5.0,2022,68
