Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Matt Ryan,IND,26,41,251,0,2,6,51,21,60.1,5.0,2022,65
Deon Jackson,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Phillip Lindsay,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Nyheim Hines,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Alec Pierce,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Parris Campbell,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Ashton Dulin,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Kylen Granson,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Jelani Woods,IND,0,0,0,0,0,0,0,0,,5.0,2022,65
Russell Wilson,DEN,21,39,274,0,2,4,24,51,54.9,5.0,2022,65
Melvin Gordon,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Mike Boone,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Montrell Washington,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Devine Ozigbo,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Eric Saubert,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
KJ Hamler,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Albert Okwuegbunam,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Tyrie Cleveland,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Eric Tomlinson,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
Andrew Beck,DEN,0,0,0,0,0,0,0,0,,5.0,2022,65
