Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Ryan Tannehill,TEN,0,0,0,0,0,5.0,2022,75
Derrick Henry,TEN,2,2,30,0,24,5.0,2022,75
Nick Westbrook-Ikhine,TEN,3,2,72,0,61,5.0,2022,75
Robert Woods,TEN,8,4,37,0,13,5.0,2022,75
Dontrell Hilliard,TEN,5,4,23,1,13,5.0,2022,75
Kyle Philips,TEN,2,1,7,0,7,5.0,2022,75
Austin Hooper,TEN,1,1,7,0,7,5.0,2022,75
Geoff Swaim,TEN,1,1,5,0,5,5.0,2022,75
Chigoziem Okonkwo,TEN,1,0,0,0,0,5.0,2022,75
Carson Wentz,WAS,0,0,0,0,0,5.0,2022,75
Brian Robinson Jr.,WAS,0,0,0,0,0,5.0,2022,75
Antonio Gibson,WAS,4,3,33,0,15,5.0,2022,75
Dyami Brown,WAS,4,2,105,2,75,5.0,2022,75
Terry McLaurin,WAS,6,5,76,0,34,5.0,2022,75
Curtis Samuel,WAS,8,6,62,0,32,5.0,2022,75
John Bates,WAS,3,3,39,0,20,5.0,2022,75
J.D. McKissic,WAS,7,5,37,0,14,5.0,2022,75
Cam Sims,WAS,2,1,7,0,7,5.0,2022,75
Cole Turner,WAS,3,0,0,0,0,5.0,2022,75
