Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Joe Flacco,IND,26,38,330,2,2,2,10,49,90.9,17.0,2024,249
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,17.0,2024,249
Alec Pierce,IND,0,0,0,0,0,0,0,0,,17.0,2024,249
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,17.0,2024,249
Kylen Granson,IND,0,0,0,0,0,0,0,0,,17.0,2024,249
Josh Downs,IND,0,0,0,0,0,0,0,0,,17.0,2024,249
Adonai Mitchell,IND,0,0,0,0,0,0,0,0,,17.0,2024,249
Trey Sermon,IND,0,0,0,0,0,0,0,0,,17.0,2024,249
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,17.0,2024,249
Drew Lock,NYG,17,23,309,4,0,0,0,59,155.3,17.0,2024,249
Tyrone Tracy Jr.,NYG,0,0,0,0,0,0,0,0,,17.0,2024,249
Devin Singletary,NYG,0,0,0,0,0,0,0,0,,17.0,2024,249
Malik Nabers,NYG,0,0,0,0,0,0,0,0,,17.0,2024,249
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,17.0,2024,249
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,17.0,2024,249
Chris Manhertz,NYG,0,0,0,0,0,0,0,0,,17.0,2024,249
