Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Daniel Jones,NYG,0,0,2.0,2023,26
Saquon Barkley,NYG,0,0,2.0,2023,26
Matt Breida,NYG,0,0,2.0,2023,26
Jalin Hyatt,NYG,0,0,2.0,2023,26
Darren Waller,NYG,0,0,2.0,2023,26
Darius Slayton,NYG,0,0,2.0,2023,26
Isaiah Hodgins,NYG,0,0,2.0,2023,26
Parris Campbell,NYG,0,0,2.0,2023,26
Sterling Shepard,NYG,0,0,2.0,2023,26
Joshua Dobbs,ARI,0,0,2.0,2023,26
James Conner,ARI,0,0,2.0,2023,26
Keaontay Ingram,ARI,0,0,2.0,2023,26
Zach Ertz,ARI,0,0,2.0,2023,26
Michael Wilson,ARI,0,0,2.0,2023,26
Marquise Brown,ARI,0,0,2.0,2023,26
Trey McBride,ARI,0,0,2.0,2023,26
Rondale Moore,ARI,0,0,2.0,2023,26
Zach Pascal,ARI,0,0,2.0,2023,26
Emari Demercado,ARI,0,0,2.0,2023,26
