Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Isiah Pacheco,KAN,18,110,1,8.0,46,2.6,64,3.6,0,,13.0,2023,192
Patrick Mahomes,KAN,4,26,0,1.0,25,6.3,1,0.3,0,,13.0,2023,192
Clyde Edwards-Helaire,KAN,2,6,0,1.0,3,1.5,3,1.5,0,,13.0,2023,192
Kadarius Toney,KAN,1,6,0,,3,3.0,3,3.0,0,,13.0,2023,192
AJ Dillon,GNB,18,73,0,5.0,29,1.6,44,2.4,0,,13.0,2023,192
Jordan Love,GNB,2,10,0,2.0,7,3.5,3,1.5,0,,13.0,2023,192
Patrick Taylor,GNB,2,29,0,1.0,26,13.0,3,1.5,0,,13.0,2023,192
Christian Watson,GNB,2,15,0,1.0,2,1.0,13,6.5,1,2.0,13.0,2023,192
James Robinson,GNB,1,2,0,,0,0.0,2,2.0,0,,13.0,2023,192
