Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Jarran Reed,SEA,0,0,0,0,0,1.0,7,4,3,2,2,0,0,0,0,13.0,2023,181
Leonard Williams,SEA,0,0,0,0,0,1.0,3,2,1,1,1,0,0,0,0,13.0,2023,181
Darrell Taylor,SEA,0,0,0,0,0,1.0,2,2,0,1,2,0,0,0,0,13.0,2023,181
Jordyn Brooks,SEA,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,13.0,2023,181
Bobby Wagner,SEA,0,0,0,0,0,0.0,14,7,7,1,0,0,0,0,0,13.0,2023,181
Jamal Adams,SEA,0,0,0,0,0,0.0,10,7,3,1,0,0,0,0,0,13.0,2023,181
Devon Witherspoon,SEA,0,0,0,0,1,0.0,8,4,4,0,0,0,0,0,0,13.0,2023,181
Riq Woolen,SEA,0,0,0,0,2,0.0,8,8,0,0,0,0,0,0,0,13.0,2023,181
Quandre Diggs,SEA,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,13.0,2023,181
Dre'Mont Jones,SEA,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,13.0,2023,181
Julian Love,SEA,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,13.0,2023,181
Cameron Young,SEA,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,13.0,2023,181
Devin Bush Jr.,SEA,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,13.0,2023,181
Boye Mafe,SEA,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,13.0,2023,181
Nick Bellore,SEA,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,181
Frank Clark,SEA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2023,181
Brady Russell,SEA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2023,181
DaRon Bland,DAL,1,0,0,0,1,0.0,6,5,1,0,0,0,0,0,0,13.0,2023,181
Johnathan Hankins,DAL,0,0,0,0,0,1.0,4,3,1,0,1,0,0,0,0,13.0,2023,181
Markquese Bell,DAL,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,0,13.0,2023,181
DeMarcus Lawrence,DAL,0,0,0,0,1,0.0,6,2,4,0,0,0,0,0,0,13.0,2023,181
Osa Odighizuwa,DAL,0,0,0,0,0,0.0,6,3,3,1,1,0,0,0,0,13.0,2023,181
Donovan Wilson,DAL,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,13.0,2023,181
Damone Clark,DAL,0,0,0,0,0,0.0,4,2,2,0,1,0,0,0,0,13.0,2023,181
Dorance Armstrong Jr.,DAL,0,0,0,0,1,0.0,3,1,2,0,0,0,0,0,0,13.0,2023,181
Jayron Kearse,DAL,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,13.0,2023,181
Jourdan Lewis,DAL,0,0,0,0,2,0.0,3,3,0,0,0,0,0,0,0,13.0,2023,181
Micah Parsons,DAL,0,0,0,0,0,0.0,2,1,1,0,3,0,0,0,0,13.0,2023,181
Stephon Gilmore,DAL,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,181
Malik Hooker,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,181
Sam Williams,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,181
