Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Tre Avery,TEN,0,5,4,80.0%,51.0,12.8,10.2,0.0,109.2,5.8,29.0,22.0,0,0,0,0.0,0,4,1,20.0%,9.0,2023,123
Kristian Fulton,TEN,0,6,4,66.7%,11.0,2.8,1.8,0.0,70.1,1.2,-3.0,14.0,0,0,0,0.0,0,5,1,16.7%,9.0,2023,123
Elijah Molden,TEN,0,3,3,100.0%,19.0,6.3,6.3,1.0,132.6,-2.3,-7.0,26.0,4,0,0,0.0,0,5,0,0.0%,9.0,2023,123
Azeez Al-Shaair,TEN,0,4,2,50.0%,15.0,7.5,3.8,0.0,59.4,7.5,3.0,12.0,3,0,0,0.0,0,10,0,0.0%,9.0,2023,123
Terrell Edmunds,TEN,0,2,2,100.0%,28.0,14.0,14.0,0.0,118.7,12.5,25.0,3.0,0,0,0,0.0,0,4,1,20.0%,9.0,2023,123
Harold Landry,TEN,0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,2.0,2.0,5.0,0,0,1,0.0,1,1,0,0.0%,9.0,2023,123
Eric Garror,TEN,0,4,1,25.0%,10.0,10.0,2.5,0.0,39.6,10.3,5.0,5.0,0,0,0,0.0,0,1,0,0.0%,9.0,2023,123
Amani Hooker,TEN,0,3,1,33.3%,6.0,6.0,2.0,0.0,42.4,6.0,-2.0,8.0,1,0,0,0.0,0,7,2,22.2%,9.0,2023,123
Sean Murphy-Bunting,TEN,0,1,1,100.0%,13.0,13.0,13.0,0.0,118.7,2.0,2.0,11.0,0,0,0,0.0,0,1,0,0.0%,9.0,2023,123
Trevis Gipson,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,1,20.0%,9.0,2023,123
Jeffery Simmons,TEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,7,0,0.0%,9.0,2023,123
Denico Autry,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%,9.0,2023,123
Arden Key,TEN,0,0,0,,,,,,,,,,1,1,0,0.0,1,2,0,0.0%,9.0,2023,123
Jack Gibbens,TEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,6,1,14.3%,9.0,2023,123
Kyle Peko,TEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,9.0,2023,123
Patrick Peterson,PIT,0,6,5,83.3%,70.0,14.0,11.7,0.0,115.3,10.5,55.0,15.0,0,0,0,0.0,0,3,1,25.0%,9.0,2023,123
Damontae Kazee,PIT,0,5,3,60.0%,36.0,12.0,7.2,0.0,82.1,12.2,29.0,7.0,1,0,0,0.0,0,4,0,0.0%,9.0,2023,123
Kwon Alexander,PIT,1,5,3,60.0%,53.0,17.7,10.6,0.0,56.7,7.2,17.0,36.0,5,0,0,0.0,0,2,2,50.0%,9.0,2023,123
Alex Highsmith,PIT,0,3,2,66.7%,1.0,0.5,0.3,0.0,70.1,-4.3,-13.0,14.0,7,1,3,2.0,6,4,1,20.0%,9.0,2023,123
Joey Porter Jr.,PIT,0,6,2,33.3%,46.0,23.0,7.7,0.0,61.8,20.8,33.0,13.0,0,0,0,0.0,0,3,0,0.0%,9.0,2023,123
Elandon Roberts,PIT,0,2,2,100.0%,16.0,8.0,8.0,0.0,100.0,5.5,11.0,5.0,3,0,0,0.0,0,9,1,10.0%,9.0,2023,123
Larry Ogunjobi,PIT,0,1,1,100.0%,-8.0,-8.0,-8.0,0.0,79.2,-5.0,-5.0,-3.0,0,1,1,0.0,2,5,0,0.0%,9.0,2023,123
Cole Holcomb,PIT,0,1,1,100.0%,29.0,29.0,29.0,0.0,118.7,14.0,14.0,15.0,1,0,1,0.0,1,2,0,0.0%,9.0,2023,123
Chandon Sullivan,PIT,0,1,1,100.0%,2.0,2.0,2.0,0.0,79.2,-4.0,-4.0,6.0,4,1,0,0.0,1,1,0,0.0%,9.0,2023,123
Darius Rush,PIT,0,2,1,50.0%,12.0,12.0,6.0,0.0,68.7,13.0,7.0,5.0,0,0,0,0.0,0,3,0,0.0%,9.0,2023,123
Levi Wallace,PIT,0,4,1,25.0%,5.0,5.0,1.3,0.0,39.6,20.8,5.0,0.0,0,0,0,0.0,0,0,0,,9.0,2023,123
T.J. Watt,PIT,0,0,0,,,,,,,,,,5,1,2,1.0,4,4,0,0.0%,9.0,2023,123
Isaiahh Loudermilk,PIT,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,9.0,2023,123
Markus Golden,PIT,0,0,0,,,,,,,,,,2,0,0,1.0,1,1,0,0.0%,9.0,2023,123
Keeanu Benton,PIT,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,9.0,2023,123
Keanu Neal,PIT,0,1,0,0.0%,,,0.0,,39.6,-2.0,,,0,0,0,0.0,0,7,1,12.5%,9.0,2023,123
