Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Jaxon Smith-Njigba,SEA,7,6,63,0,2.0,39,6.5,24,4.0,6.6,0,,1,14.3,0,104.2,9.0,2023,131
Tyler Lockett,SEA,8,3,32,0,2.0,32,10.7,0,0.0,10.3,0,,0,0.0,1,10.4,9.0,2023,131
Kenneth Walker III,SEA,2,1,1,0,,0,0.0,1,1.0,0.5,0,,0,0.0,0,56.2,9.0,2023,131
Colby Parkinson,SEA,1,1,6,0,,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7,9.0,2023,131
Zach Charbonnet,SEA,1,1,5,0,0.0,0,0.0,5,5.0,0.0,0,,0,0.0,0,87.5,9.0,2023,131
D.K. Metcalf,SEA,4,1,50,0,1.0,23,23.0,27,27.0,13.0,0,,0,0.0,0,79.2,9.0,2023,131
Will Dissly,SEA,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6,9.0,2023,131
Noah Fant,SEA,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6,9.0,2023,131
Mark Andrews,BAL,10,9,80,0,2.0,51,5.7,29,3.2,6.6,0,,0,0.0,0,100.0,9.0,2023,131
Odell Beckham Jr.,BAL,7,5,56,1,4.0,42,8.4,14,2.8,8.4,0,,1,14.3,0,134.5,9.0,2023,131
Isaiah Likely,BAL,4,4,42,0,3.0,14,3.5,28,7.0,3.5,0,,0,0.0,0,110.4,9.0,2023,131
Rashod Bateman,BAL,5,3,28,0,1.0,28,9.3,0,0.0,21.6,0,,0,0.0,0,75.4,9.0,2023,131
Devin Duvernay,BAL,2,2,10,0,,-3,-1.5,13,6.5,-1.5,0,,0,0.0,0,87.5,9.0,2023,131
Zay Flowers,BAL,1,1,11,0,1.0,6,6.0,5,5.0,6.0,0,,0,0.0,0,112.5,9.0,2023,131
Keaton Mitchell,BAL,1,1,-4,0,0.0,-4,-4.0,0,0.0,-4.0,0,,0,0.0,0,79.2,9.0,2023,131
Nelson Agholor,BAL,1,1,2,0,,-3,-3.0,5,5.0,-3.0,0,,0,0.0,0,79.2,9.0,2023,131
Justice Hill,BAL,1,0,0,0,0.0,0,,0,,25.0,0,,0,0.0,0,39.6,9.0,2023,131
