Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Alexander Mattison,MIN,16,44,0,2.0,17,1.1,27,1.7,0,,9.0,2023,128
Cam Akers,MIN,8,25,0,2.0,13,1.6,12,1.5,0,,9.0,2023,128
Joshua Dobbs,MIN,7,66,1,4.0,15,2.1,51,7.3,3,2.3,9.0,2023,128
Jaren Hall,MIN,2,11,0,0.0,10,5.0,1,0.5,0,,9.0,2023,128
Tyler Allgeier,ATL,12,39,1,3.0,10,0.8,29,2.4,0,,9.0,2023,128
Bijan Robinson,ATL,11,51,0,2.0,33,3.0,18,1.6,0,,9.0,2023,128
Taylor Heinicke,ATL,3,20,0,1.0,19,6.3,1,0.3,0,,9.0,2023,128
Cordarrelle Patterson,ATL,1,0,0,,0,0.0,0,0.0,0,,9.0,2023,128
Jonnu Smith,ATL,1,0,0,0.0,0,0.0,0,0.0,0,,9.0,2023,128
