Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Derek Carr,NOR,0,0,17.0,2023,250
Taysom Hill,NOR,0,0,17.0,2023,250
Jamaal Williams,NOR,0,0,17.0,2023,250
Alvin Kamara,NOR,0,0,17.0,2023,250
Adam Prentice,NOR,0,0,17.0,2023,250
Juwan Johnson,NOR,0,0,17.0,2023,250
Chris Olave,NOR,0,0,17.0,2023,250
Rashid Shaheed,NOR,0,0,17.0,2023,250
Foster Moreau,NOR,0,0,17.0,2023,250
Lynn Bowden Jr.,NOR,0,0,17.0,2023,250
A.T. Perry,NOR,0,0,17.0,2023,250
Baker Mayfield,TAM,0,0,17.0,2023,250
Rachaad White,TAM,1,1,17.0,2023,250
Chase Edmonds,TAM,0,0,17.0,2023,250
Trey Palmer,TAM,1,1,17.0,2023,250
Chris Godwin,TAM,0,0,17.0,2023,250
Mike Evans,TAM,0,0,17.0,2023,250
Cade Otton,TAM,0,0,17.0,2023,250
David Moore,TAM,0,0,17.0,2023,250
Deven Thompkins,TAM,0,0,17.0,2023,250
