Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Russell Wilson,DEN,23,38,306,1,1,1,12,46,83.9,3.0,2023,38
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Jaleel McLaughlin,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Samaje Perine,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Marvin Mims,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Brandon Johnson,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Nate Adkins,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Chris Manhertz,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Adam Trautman,DEN,0,0,0,0,0,0,0,0,,3.0,2023,38
Tua Tagovailoa,MIA,23,26,309,4,0,0,0,54,155.8,3.0,2023,38
Mike White,MIA,2,2,67,1,0,0,0,68,158.3,3.0,2023,38
De'Von Achane,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
Chris Brooks,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
Robbie Chosen,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
Braxton Berrios,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
River Cracraft,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
Alec Ingold,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
Julian Hill,MIA,0,0,0,0,0,0,0,0,,3.0,2023,38
