#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,14:46,CAR 20,5,2:18,24,Punt,0,Panthers,8.0,2022,113
2,1,9:23,ATL 37,6,2:33,18,Field Goal,0,Panthers,8.0,2022,113
3,1,2:14,CAR 19,3,0:59,5,Punt,0,Panthers,8.0,2022,113
4,2,10:13,CAR 25,12,5:22,75,Touchdown,0,Panthers,8.0,2022,113
5,2,1:41,CAR 10,4,1:00,27,Interception,0,Panthers,8.0,2022,113
6,2,0:41,CAR 25,4,0:41,33,End of Half,0,Panthers,8.0,2022,113
7,3,15:00,CAR 25,9,3:27,51,Field Goal,0,Panthers,8.0,2022,113
8,3,9:26,CAR 17,5,3:01,12,Punt,0,Panthers,8.0,2022,113
9,3,1:40,CAR 25,10,4:54,75,Touchdown,0,Panthers,8.0,2022,113
10,4,7:33,CAR 40,7,4:27,60,Touchdown,0,Panthers,8.0,2022,113
11,4,2:14,CAR 25,4,0:35,-7,Downs,0,Panthers,8.0,2022,113
12,4,0:36,CAR 25,3,0:24,75,Touchdown,0,Panthers,8.0,2022,113
13,5,7:44,ATL 20,4,1:50,6,Missed FG,0,Panthers,8.0,2022,113
