Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Bobby Okereke,IND,0,8,7,87.5%,60.0,8.6,7.5,0.0,97.9,4.9,23.0,37.0,1,0,0,0.0,0,9,0,0.0%,10.0,2022,146
Rodney McLeod,IND,0,6,5,83.3%,49.0,9.8,8.2,0.0,100.7,14.2,27.0,22.0,0,0,0,0.0,0,7,0,0.0%,10.0,2022,146
Kenny Moore,IND,0,6,4,66.7%,20.0,5.0,3.3,0.0,71.5,4.2,7.0,13.0,1,0,0,0.0,0,7,0,0.0%,10.0,2022,146
Stephon Gilmore,IND,0,6,3,50.0%,28.0,9.3,4.7,0.0,63.2,10.2,0.0,28.0,0,0,0,0.0,0,5,0,0.0%,10.0,2022,146
Zaire Franklin,IND,0,4,3,75.0%,10.0,3.3,2.5,0.0,77.1,-0.5,1.0,9.0,2,0,0,0.0,0,10,0,0.0%,10.0,2022,146
Julian Blackmon,IND,0,3,2,66.7%,64.0,32.0,21.3,1.0,149.3,24.3,27.0,37.0,1,0,0,0.0,0,1,0,0.0%,10.0,2022,146
DeForest Buckner,IND,0,2,1,50.0%,7.0,7.0,3.5,0.0,58.3,-3.5,-5.0,12.0,1,0,0,0.5,1,5,0,0.0%,10.0,2022,146
Brandon Facyson,IND,0,2,1,50.0%,4.0,4.0,2.0,1.0,95.8,9.5,4.0,0.0,0,0,0,0.0,0,0,0,,10.0,2022,146
Rodney Thomas II,IND,0,1,1,100.0%,,,0.0,,79.2,,,,0,0,0,0.0,0,3,0,0.0%,10.0,2022,146
E.J. Speed,IND,0,1,1,100.0%,,,0.0,,79.2,,,,0,0,0,0.0,0,3,0,0.0%,10.0,2022,146
Isaiah Rodgers,IND,0,3,1,33.3%,6.0,6.0,2.0,0.0,42.4,6.3,4.0,2.0,0,0,0,0.0,0,1,0,0.0%,10.0,2022,146
Dayo Odeyingbo,IND,0,0,0,,,,,,,,,,0,0,2,0.0,2,0,0,,10.0,2022,146
Grover Stewart,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%,10.0,2022,146
Yannick Ngakoue,IND,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%,10.0,2022,146
Sam Webb,LVR,0,9,7,77.8%,34.0,4.9,3.8,0.0,82.4,6.7,29.0,5.0,0,0,0,0.0,0,8,0,0.0%,10.0,2022,146
Duron Harmon,LVR,0,4,4,100.0%,78.0,19.5,19.5,0.0,118.7,10.3,41.0,37.0,2,0,0,0.0,0,4,0,0.0%,10.0,2022,146
Jayon Brown,LVR,0,4,4,100.0%,34.0,8.5,8.5,0.0,102.1,3.0,12.0,22.0,0,0,0,0.0,0,8,0,0.0%,10.0,2022,146
Rock Ya-Sin,LVR,0,5,3,60.0%,16.0,5.3,3.2,0.0,65.4,7.6,7.0,9.0,0,0,0,0.0,0,2,0,0.0%,10.0,2022,146
Amik Robertson,LVR,0,5,3,60.0%,59.0,19.7,11.8,1.0,140.8,5.0,25.0,34.0,0,0,0,0.0,0,6,0,0.0%,10.0,2022,146
Tre'von Moehrig,LVR,0,1,1,100.0%,10.0,10.0,10.0,0.0,108.3,0.0,0.0,10.0,0,0,0,0.0,0,5,0,0.0%,10.0,2022,146
Luke Masterson,LVR,0,1,1,100.0%,12.0,12.0,12.0,0.0,116.7,-4.0,-4.0,16.0,0,0,0,0.0,0,6,0,0.0%,10.0,2022,146
Darien Butler,LVR,0,1,1,100.0%,18.0,18.0,18.0,0.0,118.7,14.0,14.0,4.0,0,0,0,0.0,0,4,0,0.0%,10.0,2022,146
Maxx Crosby,LVR,0,0,0,,,,,,,,,,6,0,0,1.0,1,10,0,0.0%,10.0,2022,146
Chandler Jones,LVR,0,0,0,,,,,,,,,,3,0,0,0.0,0,2,0,0.0%,10.0,2022,146
Tashawn Bower,LVR,0,0,0,,,,,,,,,,3,0,0,0.0,0,1,0,0.0%,10.0,2022,146
