Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
CeeDee Lamb,DAL,10,6,118,1,4.0,54,9.0,64,10.7,7.6,0,,1,10.0,0,134.6,16.0,2023,236
Jake Ferguson,DAL,8,4,45,0,3.0,14,3.5,31,7.8,1.5,0,,0,0.0,0,67.2,16.0,2023,236
Brandin Cooks,DAL,2,2,14,1,1.0,14,7.0,0,0.0,7.0,0,,0,0.0,0,135.4,16.0,2023,236
Michael Gallup,DAL,2,2,4,0,,6,3.0,-2,-1.0,3.0,0,,0,0.0,0,79.2,16.0,2023,236
Jalen Tolbert,DAL,2,2,51,0,1.0,51,25.5,0,0.0,25.5,0,,0,0.0,0,118.7,16.0,2023,236
KaVontae Turpin,DAL,1,1,4,0,,-3,-3.0,7,7.0,-3.0,1,1.0,0,0.0,0,83.3,16.0,2023,236
Hunter Luepke,DAL,1,1,8,0,0.0,1,1.0,7,7.0,1.0,0,,0,0.0,0,100.0,16.0,2023,236
Tony Pollard,DAL,1,1,5,0,0.0,3,3.0,2,2.0,3.0,0,,0,0.0,0,87.5,16.0,2023,236
Luke Schoonmaker,DAL,1,1,4,0,,1,1.0,3,3.0,1.0,0,,0,0.0,0,83.3,16.0,2023,236
Rico Dowdle,DAL,2,0,0,0,0.0,0,,0,,8.0,0,,0,0.0,0,39.6,16.0,2023,236
Peyton Hendershot,DAL,2,0,0,0,,0,,0,,0.0,0,,1,50.0,0,39.6,16.0,2023,236
Tyreek Hill,MIA,14,9,99,0,6.0,71,7.9,28,3.1,11.8,0,,1,7.1,0,85.1,16.0,2023,236
Durham Smythe,MIA,5,5,56,0,4.0,34,6.8,22,4.4,6.8,0,,0,0.0,0,113.3,16.0,2023,236
Cedrick Wilson Jr.,MIA,5,3,42,0,2.0,31,10.3,11,3.7,9.4,0,,0,0.0,0,87.1,16.0,2023,236
Alec Ingold,MIA,2,2,12,0,,0,0.0,12,6.0,0.0,0,,0,0.0,0,91.7,16.0,2023,236
Jeff Wilson,MIA,1,1,4,0,1.0,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3,16.0,2023,236
De'Von Achane,MIA,3,1,7,0,,-4,-4.0,11,11.0,6.7,0,,0,0.0,0,42.4,16.0,2023,236
Jaylen Waddle,MIA,4,1,50,0,1.0,43,43.0,7,7.0,17.3,0,,0,0.0,0,79.2,16.0,2023,236
Raheem Mostert,MIA,1,1,4,1,1.0,2,2.0,2,2.0,2.0,0,,0,0.0,0,122.9,16.0,2023,236
Robbie Chosen,MIA,1,1,19,0,1.0,18,18.0,1,1.0,18.0,0,,0,0.0,0,118.7,16.0,2023,236
