Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Jake Browning,CIN,1,0,16.0,2023,226
Joe Mixon,CIN,0,0,16.0,2023,226
Chase Brown,CIN,0,0,16.0,2023,226
Tee Higgins,CIN,0,0,16.0,2023,226
Tyler Boyd,CIN,0,0,16.0,2023,226
Drew Sample,CIN,0,0,16.0,2023,226
Trenton Irwin,CIN,0,0,16.0,2023,226
Andrei Iosivas,CIN,0,0,16.0,2023,226
Mitchell Wilcox,CIN,0,0,16.0,2023,226
Tanner Hudson,CIN,0,0,16.0,2023,226
Charlie Jones,CIN,0,0,16.0,2023,226
Mason Rudolph,PIT,0,0,16.0,2023,226
Najee Harris,PIT,0,0,16.0,2023,226
Jaylen Warren,PIT,0,0,16.0,2023,226
Calvin Austin III,PIT,0,0,16.0,2023,226
George Pickens,PIT,1,0,16.0,2023,226
Allen Robinson,PIT,0,0,16.0,2023,226
Diontae Johnson,PIT,0,0,16.0,2023,226
Darnell Washington,PIT,0,0,16.0,2023,226
Miles Boykin,PIT,0,0,16.0,2023,226
