Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
James Cook,BUF,20,70,0,2.0,45,2.3,25,1.3,1,20.0,16.0,2023,227
Josh Allen,BUF,5,15,2,2.0,10,2.0,5,1.0,1,5.0,16.0,2023,227
Leonard Fournette,BUF,5,20,0,1.0,10,2.0,10,2.0,0,,16.0,2023,227
Austin Ekeler,LAC,15,65,0,4.0,30,2.0,35,2.3,2,7.5,16.0,2023,227
Easton Stick,LAC,7,25,1,2.0,21,3.0,4,0.6,0,,16.0,2023,227
Isaiah Spiller,LAC,2,1,0,,1,0.5,0,0.0,0,,16.0,2023,227
Derius Davis,LAC,1,8,0,,8,8.0,0,0.0,0,,16.0,2023,227
Quentin Johnston,LAC,1,1,0,0.0,1,1.0,0,0.0,0,,16.0,2023,227
Joshua Kelley,LAC,1,-2,0,,-2,-2.0,0,0.0,0,,16.0,2023,227
