Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Romeo Doubs,GNB,5,4,79,1,4.0,57,14.3,22,5.5,13.6,1,4.0,0,0.0,0,158.3,16.0,2023,229
Tucker Kraft,GNB,6,4,60,0,3.0,18,4.5,42,10.5,4.2,2,2.0,0,0.0,0,99.3,16.0,2023,229
Bo Melton,GNB,6,4,44,0,3.0,36,9.0,8,2.0,12.2,0,,0,0.0,0,88.2,16.0,2023,229
Dontayvion Wicks,GNB,2,2,29,1,1.0,26,13.0,3,1.5,13.0,0,,0,0.0,0,158.3,16.0,2023,229
Malik Heath,GNB,1,1,0,0,,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2,16.0,2023,229
Aaron Jones,GNB,3,1,8,0,1.0,-6,-6.0,14,14.0,1.0,0,,1,33.3,0,42.4,16.0,2023,229
Patrick Taylor,GNB,1,1,-1,0,,-6,-6.0,5,5.0,-6.0,0,,0,0.0,0,79.2,16.0,2023,229
Samori Toure,GNB,2,0,0,0,,0,,0,,10.5,0,,1,50.0,0,39.6,16.0,2023,229
DJ Chark,CAR,8,6,98,2,6.0,93,15.5,5,0.8,16.5,0,,0,0.0,0,155.2,16.0,2023,229
Adam Thielen,CAR,8,6,94,0,5.0,69,11.5,25,4.2,13.0,0,,0,0.0,0,113.5,16.0,2023,229
Tommy Tremble,CAR,6,4,59,0,2.0,22,5.5,37,9.3,9.2,1,4.0,0,0.0,0,98.6,16.0,2023,229
Stephen Sullivan,CAR,5,3,21,0,,18,6.0,3,1.0,8.0,0,,0,0.0,0,69.6,16.0,2023,229
Chuba Hubbard,CAR,1,1,8,0,0.0,-3,-3.0,11,11.0,-3.0,0,,0,0.0,0,100.0,16.0,2023,229
Jonathan Mingo,CAR,1,1,9,0,,-1,-1.0,10,10.0,-1.0,0,,0,0.0,0,104.2,16.0,2023,229
Miles Sanders,CAR,2,1,5,0,,-1,-1.0,6,6.0,2.0,0,,0,0.0,0,56.2,16.0,2023,229
Ihmir Smith-Marsette,CAR,1,1,18,0,1.0,8,8.0,10,10.0,8.0,0,,0,0.0,0,118.7,16.0,2023,229
