Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Benjamin St-Juste,WAS,1,10,8,80.0%,109.0,13.6,10.9,0.0,72.5,10.9,85.0,24.0,0,0,0,0.0,0,6,0,0.0%,6.0,2023,82
Kendall Fuller,WAS,1,10,7,70.0%,67.0,9.6,6.7,1.0,82.1,8.2,44.0,23.0,0,0,0,0.0,0,9,0,0.0%,6.0,2023,82
Cody Barton,WAS,0,5,4,80.0%,27.0,6.8,5.4,0.0,89.2,1.0,9.0,18.0,4,1,0,0.0,1,15,0,0.0%,6.0,2023,82
Jamin Davis,WAS,1,4,2,50.0%,23.0,11.5,5.8,0.0,28.1,9.8,9.0,14.0,3,0,0,1.0,1,8,0,0.0%,6.0,2023,82
Danny Johnson,WAS,0,3,2,66.7%,17.0,8.5,5.7,0.0,81.2,10.7,9.0,8.0,0,0,0,0.0,0,4,0,0.0%,6.0,2023,82
Percy Butler,WAS,0,3,1,33.3%,17.0,17.0,5.7,0.0,53.5,29.0,12.0,5.0,0,0,0,0.0,0,3,0,0.0%,6.0,2023,82
Tariq Castro-Fields,WAS,0,1,1,100.0%,9.0,9.0,9.0,1.0,143.7,9.0,9.0,0.0,0,0,0,0.0,0,1,0,0.0%,6.0,2023,82
Kamren Curl,WAS,0,5,1,20.0%,16.0,16.0,3.2,0.0,40.4,7.6,11.0,5.0,0,0,0,0.0,0,11,0,0.0%,6.0,2023,82
Khaleke Hudson,WAS,0,1,1,100.0%,22.0,22.0,22.0,0.0,118.7,7.0,7.0,15.0,0,0,0,0.0,0,3,0,0.0%,6.0,2023,82
Casey Toohill,WAS,0,0,0,,,,,,,,,,0,0,1,2.0,3,2,0,0.0%,6.0,2023,82
James Smith-Williams,WAS,0,0,0,,,,,,,,,,0,1,2,0.0,3,1,1,50.0%,6.0,2023,82
Chase Young,WAS,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,2,100.0%,6.0,2023,82
Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,0,1,0.0,1,6,0,0.0%,6.0,2023,82
Daron Payne,WAS,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%,6.0,2023,82
David Mayo,WAS,0,1,0,0.0%,,,0.0,,39.6,2.0,,,0,0,0,0.0,0,0,0,,6.0,2023,82
Quan Martin,WAS,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,6.0,2023,82
Richie Grant,ATL,0,4,3,75.0%,29.0,9.7,7.3,1.0,134.4,9.5,13.0,16.0,0,0,0,0.0,0,4,1,20.0%,6.0,2023,82
AJ Terrell,ATL,0,4,3,75.0%,53.0,17.7,13.3,0.0,116.7,19.0,45.0,8.0,0,0,0,0.0,0,2,1,33.3%,6.0,2023,82
Nathan Landman,ATL,0,2,2,100.0%,12.0,6.0,6.0,0.0,91.7,3.0,6.0,6.0,1,0,0,0.0,0,8,1,11.1%,6.0,2023,82
Kaden Elliss,ATL,0,2,2,100.0%,24.0,12.0,12.0,1.0,156.2,-2.5,-5.0,29.0,0,0,0,0.0,0,4,0,0.0%,6.0,2023,82
Calais Campbell,ATL,0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,-3.0,-3.0,12.0,0,1,1,1.0,3,4,0,0.0%,6.0,2023,82
Albert Huggins,ATL,0,1,1,100.0%,1.0,1.0,1.0,0.0,79.2,-3.0,-3.0,4.0,0,0,0,0.0,0,1,0,0.0%,6.0,2023,82
DeMarcco Hellams,ATL,0,2,1,50.0%,16.0,16.0,8.0,0.0,77.1,14.0,16.0,0.0,0,0,0,0.0,0,1,0,0.0%,6.0,2023,82
DeAundre Alford,ATL,0,1,1,100.0%,7.0,7.0,7.0,1.0,135.4,5.0,5.0,2.0,2,0,0,0.0,0,0,0,,6.0,2023,82
Bud Dupree,ATL,0,0,0,,,,,,,,,,7,0,0,1.5,2,4,0,0.0%,6.0,2023,82
Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,0,0.0%,6.0,2023,82
David Onyemata,ATL,0,0,0,,,,,,,,,,0,1,1,0.0,2,4,0,0.0%,6.0,2023,82
Arnold Ebiketie,ATL,0,0,0,,,,,,,,,,2,0,0,1.5,2,2,0,0.0%,6.0,2023,82
Lorenzo Carter,ATL,0,0,0,,,,,,,,,,1,0,1,0.0,1,1,1,50.0%,6.0,2023,82
Jeff Okudah,ATL,0,3,0,0.0%,,,0.0,,39.6,14.7,,,0,0,0,0.0,0,1,0,0.0%,6.0,2023,82
