Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Keaontay Ingram,ARI,10,40,0,2.0,26,2.6,14,1.4,0,,6.0,2023,89
Damien Williams,ARI,8,36,0,1.0,14,1.8,22,2.8,1,8.0,6.0,2023,89
Joshua Dobbs,ARI,7,47,0,2.0,29,4.1,18,2.6,1,7.0,6.0,2023,89
Rondale Moore,ARI,3,-4,0,0.0,-4,-1.3,0,0.0,0,,6.0,2023,89
Emari Demercado,ARI,2,11,0,1.0,6,3.0,5,2.5,0,,6.0,2023,89
Kyren Williams,LAR,20,158,1,9.0,78,3.9,80,4.0,4,5.0,6.0,2023,89
Zach Evans,LAR,4,10,0,,3,0.8,7,1.8,0,,6.0,2023,89
Ronnie Rivers,LAR,3,9,0,,9,3.0,0,0.0,0,,6.0,2023,89
Matthew Stafford,LAR,1,2,0,0.0,2,2.0,0,0.0,0,,6.0,2023,89
