Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Chuba Hubbard,CAR,11,45,0,2.0,12,1.1,33,3.0,3,3.7,17.0,2023,245
Miles Sanders,CAR,2,10,0,0.0,6,3.0,4,2.0,0,,17.0,2023,245
Ihmir Smith-Marsette,CAR,1,0,0,0.0,0,0.0,0,0.0,0,,17.0,2023,245
Bryce Young,CAR,1,2,0,0.0,0,0.0,2,2.0,0,,17.0,2023,245
Travis Etienne,JAX,16,102,2,3.0,46,2.9,56,3.5,4,4.0,17.0,2023,245
Tank Bigsby,JAX,10,32,0,2.0,9,0.9,23,2.3,2,5.0,17.0,2023,245
Matt Barkley,JAX,3,-3,0,,-3,-1.0,0,0.0,0,,17.0,2023,245
C.J. Beathard,JAX,3,24,0,1.0,4,1.3,20,6.7,1,3.0,17.0,2023,245
D'Ernest Johnson,JAX,3,0,0,,0,0.0,0,0.0,1,3.0,17.0,2023,245
