Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Keisean Nixon,GNB,0,6,4,66.7%,31.0,7.8,5.2,1.0,118.7,10.2,15.0,16.0,2,0,0,0.5,1,11,1,8.3%,17.0,2023,256
Carrington Valentine,GNB,0,4,3,75.0%,32.0,10.7,8.0,0.0,97.9,9.5,28.0,4.0,0,0,0,0.0,0,4,1,20.0%,17.0,2023,256
Eric Wilson,GNB,0,4,3,75.0%,30.0,10.0,7.5,0.0,95.8,5.8,12.0,18.0,1,0,0,0.0,0,6,1,14.3%,17.0,2023,256
Quay Walker,GNB,0,3,2,66.7%,12.0,6.0,4.0,0.0,74.3,1.3,-5.0,17.0,3,0,1,1.0,2,6,1,14.3%,17.0,2023,256
Darnell Savage Jr.,GNB,0,2,2,100.0%,30.0,15.0,15.0,0.0,118.7,10.5,21.0,9.0,0,0,0,0.0,0,1,2,66.7%,17.0,2023,256
Corey Ballentine,GNB,1,7,2,28.6%,25.0,12.5,3.6,0.0,2.4,13.3,19.0,6.0,0,0,0,0.0,0,5,0,0.0%,17.0,2023,256
Devonte Wyatt,GNB,0,0,0,,,,,,,,,,0,0,1,0.5,2,2,0,0.0%,17.0,2023,256
Preston Smith,GNB,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%,17.0,2023,256
Kingsley Enagbare,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,17.0,2023,256
Colby Wooden,GNB,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%,17.0,2023,256
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,2,66.7%,17.0,2023,256
Isaiah McDuffie,GNB,0,1,0,0.0%,,,0.0,,39.6,2.0,,,1,0,0,0.5,1,3,0,0.0%,17.0,2023,256
Anthony Johnson,GNB,0,1,0,0.0%,,,0.0,,39.6,9.0,,,0,0,0,0.0,0,1,0,0.0%,17.0,2023,256
Jonathan Owens,GNB,0,1,0,0.0%,,,0.0,,39.6,-1.0,,,0,0,0,0.0,0,4,0,0.0%,17.0,2023,256
Akayleb Evans,MIN,0,9,6,66.7%,91.0,15.2,10.1,0.0,99.8,13.4,50.0,41.0,1,0,0,0.0,0,5,4,44.4%,17.0,2023,256
Camryn Bynum,MIN,0,7,6,85.7%,87.0,14.5,12.4,2.0,158.0,12.4,72.0,15.0,0,0,0,0.0,0,10,2,16.7%,17.0,2023,256
Josh Metellus,MIN,0,5,5,100.0%,40.0,8.0,8.0,0.0,100.0,4.4,22.0,18.0,4,0,0,0.0,0,7,3,30.0%,17.0,2023,256
Mekhi Blackmon,MIN,0,7,4,57.1%,21.0,5.3,3.0,0.0,62.2,8.1,17.0,4.0,0,0,0,0.0,0,4,1,20.0%,17.0,2023,256
Ivan Pace,MIN,0,2,2,100.0%,19.0,9.5,9.5,0.0,106.2,4.5,9.0,10.0,4,0,1,0.0,1,12,1,7.7%,17.0,2023,256
Jay Ward,MIN,0,1,1,100.0%,25.0,25.0,25.0,1.0,158.3,2.0,2.0,23.0,2,0,0,0.0,0,0,2,100.0%,17.0,2023,256
Patrick Jones II,MIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,9,0,0.0%,17.0,2023,256
Danielle Hunter,MIN,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%,17.0,2023,256
Harrison Smith,MIN,0,2,0,0.0%,,,0.0,,39.6,31.0,,,5,0,0,0.0,0,5,1,16.7%,17.0,2023,256
Jordan Hicks,MIN,0,0,0,,,,,,,,,,5,0,0,0.0,0,4,0,0.0%,17.0,2023,256
Sheldon Day,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,17.0,2023,256
