#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:29,NWE 26,3,1:45,3,Punt,0,Patriots,12.0,2023,174
2,1,9:10,NWE 20,9,4:16,43,Punt,0,Patriots,12.0,2023,174
3,1,2:01,NWE 20,4,1:58,15,Interception,0,Patriots,12.0,2023,174
4,2,14:06,NWE 9,3,1:36,9,Punt,0,Patriots,12.0,2023,174
5,2,11:03,NWE 8,12,6:36,69,Interception,0,Patriots,12.0,2023,174
6,2,1:53,NWE 20,3,0:32,3,Punt,0,Patriots,12.0,2023,174
7,2,0:34,NWE 9,1,0:34,0,End of Half,0,Patriots,12.0,2023,174
8,3,15:00,NWE 40,11,6:58,60,Touchdown,0,Patriots,12.0,2023,174
9,3,3:21,NWE 10,5,2:29,29,Punt,0,Patriots,12.0,2023,174
10,4,14:02,NWE 24,3,1:31,11,Interception,0,Patriots,12.0,2023,174
11,4,8:10,NWE 25,5,2:39,3,Punt,0,Patriots,12.0,2023,174
12,4,3:15,,10,3:12,33,Missed FG,0,Patriots,12.0,2023,174
