Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Derek Carr,NOR,1,0,12.0,2023,169
Alvin Kamara,NOR,0,0,12.0,2023,169
Lynn Bowden Jr.,NOR,0,0,12.0,2023,169
Taysom Hill,NOR,1,1,12.0,2023,169
Jamaal Williams,NOR,0,0,12.0,2023,169
Chris Olave,NOR,0,0,12.0,2023,169
Juwan Johnson,NOR,0,0,12.0,2023,169
Keith Kirkwood,NOR,0,0,12.0,2023,169
Rashid Shaheed,NOR,0,0,12.0,2023,169
A.T. Perry,NOR,0,0,12.0,2023,169
Desmond Ridder,ATL,0,0,12.0,2023,169
Bijan Robinson,ATL,0,0,12.0,2023,169
Tyler Allgeier,ATL,0,0,12.0,2023,169
Cordarrelle Patterson,ATL,0,0,12.0,2023,169
Drake London,ATL,0,0,12.0,2023,169
Kyle Pitts,ATL,0,0,12.0,2023,169
Van Jefferson,ATL,0,0,12.0,2023,169
Keith Smith,ATL,0,0,12.0,2023,169
Scott Miller,ATL,0,0,12.0,2023,169
