Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Mac Jones,JAX,0,0,11.0,2024,156
Travis Etienne,JAX,0,0,11.0,2024,156
Brian Thomas,JAX,0,0,11.0,2024,156
D'Ernest Johnson,JAX,0,0,11.0,2024,156
Evan Engram,JAX,0,0,11.0,2024,156
Parker Washington,JAX,0,0,11.0,2024,156
Brenton Strange,JAX,0,0,11.0,2024,156
Luke Farrell,JAX,0,0,11.0,2024,156
Gabriel Davis,JAX,0,0,11.0,2024,156
Devin Duvernay,JAX,0,0,11.0,2024,156
Jared Goff,DET,0,0,11.0,2024,156
Hendon Hooker,DET,0,0,11.0,2024,156
David Montgomery,DET,0,0,11.0,2024,156
Jahmyr Gibbs,DET,0,0,11.0,2024,156
Craig Reynolds,DET,0,0,11.0,2024,156
Sione Vaki,DET,0,0,11.0,2024,156
Jameson Williams,DET,0,0,11.0,2024,156
Kalif Raymond,DET,0,0,11.0,2024,156
Tim Patrick,DET,0,0,11.0,2024,156
Shane Zylstra,DET,0,0,11.0,2024,156
Allen Robinson,DET,0,0,11.0,2024,156
Brock Wright,DET,0,0,11.0,2024,156
Amon-Ra St. Brown,DET,0,0,11.0,2024,156
