Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Sam Darnold,MIN,1,1,11.0,2024,158
Aaron Jones,MIN,1,0,11.0,2024,158
Cam Akers,MIN,0,0,11.0,2024,158
Justin Jefferson,MIN,0,0,11.0,2024,158
Jordan Addison,MIN,0,0,11.0,2024,158
Josh Oliver,MIN,0,0,11.0,2024,158
Trent Sherfield,MIN,0,0,11.0,2024,158
T.J. Hockenson,MIN,0,0,11.0,2024,158
Brandon Powell,MIN,0,0,11.0,2024,158
Johnny Mundt,MIN,0,0,11.0,2024,158
Jalen Nailor,MIN,0,0,11.0,2024,158
Will Levis,TEN,0,0,11.0,2024,158
Tony Pollard,TEN,0,0,11.0,2024,158
Nick Westbrook-Ikhine,TEN,0,0,11.0,2024,158
Calvin Ridley,TEN,0,0,11.0,2024,158
Tyler Boyd,TEN,0,0,11.0,2024,158
Bryce Oliver,TEN,0,0,11.0,2024,158
Chigoziem Okonkwo,TEN,0,0,11.0,2024,158
Tyjae Spears,TEN,0,0,11.0,2024,158
Nick Vannett,TEN,0,0,11.0,2024,158
Josh Whyle,TEN,0,0,11.0,2024,158
