Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Carson Wentz,WAS,1,0,2.0,2022,21
Antonio Gibson,WAS,0,0,2.0,2022,21
Curtis Samuel,WAS,0,0,2.0,2022,21
J.D. McKissic,WAS,0,0,2.0,2022,21
Terry McLaurin,WAS,0,0,2.0,2022,21
Jahan Dotson,WAS,0,0,2.0,2022,21
Logan Thomas,WAS,0,0,2.0,2022,21
John Bates,WAS,0,0,2.0,2022,21
Dax Milne,WAS,0,0,2.0,2022,21
Cam Sims,WAS,0,0,2.0,2022,21
Jared Goff,DET,0,0,2.0,2022,21
Amon-Ra St. Brown,DET,0,0,2.0,2022,21
D'Andre Swift,DET,0,0,2.0,2022,21
Jamaal Williams,DET,0,0,2.0,2022,21
Craig Reynolds,DET,0,0,2.0,2022,21
Josh Reynolds,DET,0,0,2.0,2022,21
T.J. Hockenson,DET,0,0,2.0,2022,21
Brock Wright,DET,0,0,2.0,2022,21
DJ Chark,DET,0,0,2.0,2022,21
