Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Broderick Jones,T,59,100%,0,0%,6,25%,1,Steelers,16.0,2023,226
Dan Moore,T,59,100%,0,0%,6,25%,1,Steelers,16.0,2023,226
Isaac Seumalo,G,59,100%,0,0%,0,0%,1,Steelers,16.0,2023,226
Mason Cole,C,59,100%,0,0%,0,0%,1,Steelers,16.0,2023,226
James Daniels,G,59,100%,0,0%,0,0%,1,Steelers,16.0,2023,226
Mason Rudolph,QB,59,100%,0,0%,0,0%,1,Steelers,16.0,2023,226
George Pickens,WR,46,78%,0,0%,0,0%,1,Steelers,16.0,2023,226
Allen Robinson,WR,40,68%,0,0%,0,0%,1,Steelers,16.0,2023,226
Pat Freiermuth,TE,37,63%,0,0%,6,25%,1,Steelers,16.0,2023,226
Diontae Johnson,WR,37,63%,0,0%,0,0%,1,Steelers,16.0,2023,226
Jaylen Warren,RB,34,58%,0,0%,3,13%,1,Steelers,16.0,2023,226
Darnell Washington,TE,29,49%,0,0%,9,38%,1,Steelers,16.0,2023,226
Najee Harris,RB,26,44%,0,0%,0,0%,1,Steelers,16.0,2023,226
Miles Boykin,WR,17,29%,0,0%,17,71%,1,Steelers,16.0,2023,226
Connor Heyward,TE,14,24%,0,0%,11,46%,1,Steelers,16.0,2023,226
Calvin Austin III,WR,11,19%,0,0%,3,13%,1,Steelers,16.0,2023,226
Rodney Williams,TE,2,3%,0,0%,17,71%,1,Steelers,16.0,2023,226
Chukwuma Okorafor,T,2,3%,0,0%,0,0%,1,Steelers,16.0,2023,226
Joey Porter Jr.,CB,0,0%,64,100%,7,29%,1,Steelers,16.0,2023,226
Levi Wallace,CB,0,0%,64,100%,1,4%,1,Steelers,16.0,2023,226
Patrick Peterson,CB,0,0%,64,100%,1,4%,1,Steelers,16.0,2023,226
Eric Rowe,SS,0,0%,61,95%,4,17%,1,Steelers,16.0,2023,226
Myles Jack,LB,0,0%,47,73%,1,4%,1,Steelers,16.0,2023,226
Alex Highsmith,LB,0,0%,47,73%,1,4%,1,Steelers,16.0,2023,226
Chandon Sullivan,CB,0,0%,45,70%,12,50%,1,Steelers,16.0,2023,226
T.J. Watt,LB,0,0%,45,70%,0,0%,1,Steelers,16.0,2023,226
Larry Ogunjobi,DT,0,0%,41,64%,1,4%,1,Steelers,16.0,2023,226
Cameron Heyward,DT,0,0%,39,61%,7,29%,1,Steelers,16.0,2023,226
Mykal Walker,LB,0,0%,36,56%,0,0%,1,Steelers,16.0,2023,226
Keeanu Benton,DT,0,0%,24,38%,1,4%,1,Steelers,16.0,2023,226
Miles Killebrew,SS,0,0%,23,36%,17,71%,1,Steelers,16.0,2023,226
Montravius Adams,NT,0,0%,20,31%,6,25%,1,Steelers,16.0,2023,226
Markus Golden,LB,0,0%,20,31%,0,0%,1,Steelers,16.0,2023,226
Nick Herbig,LB,0,0%,17,27%,18,75%,1,Steelers,16.0,2023,226
Elandon Roberts,LB,0,0%,17,27%,0,0%,1,Steelers,16.0,2023,226
Isaiahh Loudermilk,DE,0,0%,13,20%,0,0%,1,Steelers,16.0,2023,226
Armon Watts,NT,0,0%,9,14%,0,0%,1,Steelers,16.0,2023,226
Mark Robinson,LB,0,0%,5,8%,9,38%,1,Steelers,16.0,2023,226
Elijah Riley,FS,0,0%,3,5%,11,46%,1,Steelers,16.0,2023,226
Kyron Johnson,LB,0,0%,0,0%,17,71%,1,Steelers,16.0,2023,226
James Pierre,CB,0,0%,0,0%,14,58%,1,Steelers,16.0,2023,226
Chris Boswell,K,0,0%,0,0%,12,50%,1,Steelers,16.0,2023,226
Godwin Igwebuike,RB,0,0%,0,0%,12,50%,1,Steelers,16.0,2023,226
Christian Kuntz,LS,0,0%,0,0%,11,46%,1,Steelers,16.0,2023,226
Pressley Harvin III,P,0,0%,0,0%,11,46%,1,Steelers,16.0,2023,226
Nate Herbig,G,0,0%,0,0%,6,25%,1,Steelers,16.0,2023,226
Spencer Anderson,T,0,0%,0,0%,6,25%,1,Steelers,16.0,2023,226
