Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Dak Prescott,DAL,22,25,276,2,0,0,0,68,139.3,11.0,2022,162
Cooper Rush,DAL,4,5,31,0,0,0,0,14,92.5,11.0,2022,162
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
Malik Davis,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
Noah Brown,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
Michael Gallup,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
Dalton Schultz,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
Jake Ferguson,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
Jalen Tolbert,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
Peyton Hendershot,DAL,0,0,0,0,0,0,0,0,,11.0,2022,162
Kirk Cousins,MIN,12,23,105,0,0,7,49,15,64.6,11.0,2022,162
Nick Mullens,MIN,5,7,54,0,0,0,0,15,93.7,11.0,2022,162
Dalvin Cook,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
Kene Nwangwu,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
Adam Thielen,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
Jalen Nailor,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
Jalen Reagor,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
Johnny Mundt,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,11.0,2022,162
