Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Treylon Burks,TEN,8,7,111,0,3.0,77,11.0,34,4.9,12.4,0,,0,0.0,1,79.2,11.0,2022,151
Robert Woods,TEN,7,6,69,0,3.0,40,6.7,29,4.8,7.6,0,,0,0.0,0,107.7,11.0,2022,151
Austin Hooper,TEN,4,4,36,2,3.0,32,8.0,4,1.0,8.0,0,,0,0.0,0,143.7,11.0,2022,151
Derrick Henry,TEN,2,2,45,0,2.0,-7,-3.5,52,26.0,-3.5,0,,0,0.0,0,118.7,11.0,2022,151
Nick Westbrook-Ikhine,TEN,2,2,28,0,2.0,18,9.0,10,5.0,9.0,0,,0,0.0,0,118.7,11.0,2022,151
Dontrell Hilliard,TEN,1,1,14,1,1.0,9,9.0,5,5.0,9.0,0,,0,0.0,0,158.3,11.0,2022,151
Chigoziem Okonkwo,TEN,2,1,31,0,1.0,28,28.0,3,3.0,18.5,0,,0,0.0,0,95.8,11.0,2022,151
Geoff Swaim,TEN,1,1,3,0,,-4,-4.0,7,7.0,-4.0,0,,0,0.0,0,79.2,11.0,2022,151
Randall Cobb,GNB,6,6,73,0,3.0,51,8.5,22,3.7,8.5,0,,0,0.0,0,117.4,11.0,2022,151
Aaron Jones,GNB,7,6,20,0,1.0,-20,-3.3,40,6.7,-2.7,0,,0,0.0,0,79.2,11.0,2022,151
Allen Lazard,GNB,11,5,57,0,3.0,52,10.4,5,1.0,15.0,0,,2,18.2,0,61.6,11.0,2022,151
Christian Watson,GNB,6,4,48,2,3.0,48,12.0,0,0.0,16.7,0,,1,16.7,0,130.6,11.0,2022,151
Robert Tonyan,GNB,4,2,19,0,1.0,5,2.5,14,7.0,5.5,0,,0,0.0,0,63.5,11.0,2022,151
AJ Dillon,GNB,1,1,10,0,0.0,1,1.0,9,9.0,1.0,0,,0,0.0,0,108.3,11.0,2022,151
Sammy Watkins,GNB,2,0,0,0,,0,,0,,19.0,0,,0,0.0,0,39.6,11.0,2022,151
