Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Raheem Mostert,MIA,18,121,2,5.0,81,4.5,40,2.2,2,9.0,2.0,2023,30
Tua Tagovailoa,MIA,4,3,0,0.0,3,0.8,0,0.0,0,,2.0,2023,30
Salvon Ahmed,MIA,3,13,0,1.0,-2,-0.7,15,5.0,1,3.0,2.0,2023,30
Erik Ezukanma,MIA,3,5,0,,-5,-1.7,10,3.3,1,3.0,2.0,2023,30
De'Von Achane,MIA,1,5,0,,3,3.0,2,2.0,0,,2.0,2023,30
Jaylen Waddle,MIA,1,-2,0,0.0,-2,-2.0,0,0.0,0,,2.0,2023,30
Rhamondre Stevenson,NWE,15,50,1,5.0,29,1.9,21,1.4,2,7.5,2.0,2023,30
Ezekiel Elliott,NWE,5,13,0,1.0,5,1.0,8,1.6,0,,2.0,2023,30
Mac Jones,NWE,5,25,0,4.0,19,3.8,6,1.2,0,,2.0,2023,30
