Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Josh Jacobs,LVR,9,-2,0,0.0,-3,-0.3,1,0.1,0,,2.0,2023,19
Zamir White,LVR,4,22,0,1.0,13,3.3,9,2.3,0,,2.0,2023,19
Jimmy Garoppolo,LVR,1,1,0,0.0,1,1.0,0,0.0,0,,2.0,2023,19
Tre Tucker,LVR,1,34,0,1.0,31,31.0,3,3.0,0,,2.0,2023,19
James Cook,BUF,17,123,0,3.0,55,3.2,68,4.0,1,17.0,2.0,2023,19
Damien Harris,BUF,7,33,1,3.0,21,3.0,12,1.7,0,,2.0,2023,19
Latavius Murray,BUF,6,22,1,2.0,16,2.7,6,1.0,0,,2.0,2023,19
Josh Allen,BUF,3,7,0,2.0,4,1.3,3,1.0,0,,2.0,2023,19
Kyle Allen,BUF,2,-2,0,,-2,-1.0,0,0.0,0,,2.0,2023,19
