Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
C.J. Stroud,HOU,19,27,188,0,1,3,37,23,74.3,1,2025,14
Nick Chubb,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Dare Ogunbowale,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Xavier Hutchinson,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Dameon Pierce,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Woody Marks,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Jayden Higgins,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Dalton Schultz,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Justin Watson,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Nico Collins,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Cade Stover,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Jaylin Noel,HOU,0,0,0,0,0,0,0,0,,1,2025,14
Matthew Stafford,LAR,21,29,245,1,0,3,21,36,109.1,1,2025,14
Kyren Williams,LAR,0,0,0,0,0,0,0,0,,1,2025,14
Jordan Whittington,LAR,0,0,0,0,0,0,0,0,,1,2025,14
Blake Corum,LAR,0,0,0,0,0,0,0,0,,1,2025,14
Puka Nacua,LAR,0,0,0,0,0,0,0,0,,1,2025,14
Davante Adams,LAR,0,0,0,0,0,0,0,0,,1,2025,14
Xavier Smith,LAR,0,0,0,0,0,0,0,0,,1,2025,14
Davis Allen,LAR,0,0,0,0,0,0,0,0,,1,2025,14
Tutu Atwell,LAR,0,0,0,0,0,0,0,0,,1,2025,14
Colby Parkinson,LAR,0,0,0,0,0,0,0,0,,1,2025,14
