Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Tua Tagovailoa,MIA,14,23,114,1,2,3,13,21,51.7,1,2025,6
Zach Wilson,MIA,5,8,32,0,0,0,0,11,70.8,1,2025,6
De'Von Achane,MIA,0,0,0,0,0,0,0,0,,1,2025,6
Malik Washington,MIA,0,0,0,0,0,0,0,0,,1,2025,6
Ollie Gordon,MIA,0,0,0,0,0,0,0,0,,1,2025,6
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,1,2025,6
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,1,2025,6
Tanner Conner,MIA,0,0,0,0,0,0,0,0,,1,2025,6
D'Wayne Eskridge,MIA,0,0,0,0,0,0,0,0,,1,2025,6
Nick Westbrook-Ikhine,MIA,0,0,0,0,0,0,0,0,,1,2025,6
Alec Ingold,MIA,0,0,0,0,0,0,0,0,,1,2025,6
Daniel Jones,IND,22,29,272,1,0,1,10,36,115.9,1,2025,6
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,1,2025,6
DJ Giddens,IND,0,0,0,0,0,0,0,0,,1,2025,6
Ashton Dulin,IND,0,0,0,0,0,0,0,0,,1,2025,6
Tyler Warren,IND,0,0,0,0,0,0,0,0,,1,2025,6
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,1,2025,6
Alec Pierce,IND,0,0,0,0,0,0,0,0,,1,2025,6
Adonai Mitchell,IND,0,0,0,0,0,0,0,0,,1,2025,6
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,1,2025,6
Josh Downs,IND,0,0,0,0,0,0,0,0,,1,2025,6
Ulysses Bentley,IND,0,0,0,0,0,0,0,0,,1,2025,6
