Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Will Levis,TEN,4,15,0,11,14.0,2023,208
Derrick Henry,TEN,17,34,2,6,14.0,2023,208
Tyjae Spears,TEN,7,29,0,8,14.0,2023,208
Treylon Burks,TEN,1,5,0,5,14.0,2023,208
DeAndre Hopkins,TEN,0,0,0,0,14.0,2023,208
Chigoziem Okonkwo,TEN,0,0,0,0,14.0,2023,208
Nick Westbrook-Ikhine,TEN,0,0,0,0,14.0,2023,208
Chris Moore,TEN,0,0,0,0,14.0,2023,208
Tua Tagovailoa,MIA,3,15,0,8,14.0,2023,208
Raheem Mostert,MIA,21,96,2,15,14.0,2023,208
De'Von Achane,MIA,7,47,0,15,14.0,2023,208
Jaylen Waddle,MIA,0,0,0,0,14.0,2023,208
Tyreek Hill,MIA,0,0,0,0,14.0,2023,208
Cedrick Wilson Jr.,MIA,0,0,0,0,14.0,2023,208
Durham Smythe,MIA,0,0,0,0,14.0,2023,208
Alec Ingold,MIA,0,0,0,0,14.0,2023,208
Braxton Berrios,MIA,0,0,0,0,14.0,2023,208
