Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Jabrill Peppers,NWE,1,33,0,33,1,0.0,3,1,2,0,0,0,0,0,0,14.0,2023,194
Mack Wilson,NWE,0,0,0,0,1,1.0,3,2,1,1,1,0,0,0,0,14.0,2023,194
Kyle Dugger,NWE,0,0,0,0,1,0.5,7,4,3,0,2,0,0,0,0,14.0,2023,194
Christian Barmore,NWE,0,0,0,0,0,0.5,4,1,3,0,1,0,0,0,0,14.0,2023,194
Jahlani Tavai,NWE,0,0,0,0,0,0.0,15,8,7,0,0,0,0,0,0,14.0,2023,194
Ja'Whaun Bentley,NWE,0,0,0,0,0,0.0,7,2,5,0,1,0,0,0,0,14.0,2023,194
Jalen Mills,NWE,0,0,0,0,0,0.0,7,4,3,1,0,0,0,0,0,14.0,2023,194
Jonathan Jones,NWE,0,0,0,0,0,0.0,6,6,0,0,0,0,0,0,0,14.0,2023,194
Myles Bryant,NWE,0,0,0,0,1,0.0,5,3,2,1,0,0,0,0,0,14.0,2023,194
Davon Godchaux,NWE,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,14.0,2023,194
Lawrence Guy,NWE,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,14.0,2023,194
Anfernee Jennings,NWE,0,0,0,0,0,0.0,4,4,0,3,0,0,0,0,0,14.0,2023,194
Chris Board,NWE,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,14.0,2023,194
Cody Davis,NWE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,194
J.C. Jackson,NWE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,194
Brenden Schooler,NWE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,194
Matthew Slater,NWE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,194
Keion White,NWE,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,14.0,2023,194
Deatrich Wise Jr.,NWE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,194
Mykal Walker,PIT,1,30,0,30,1,0.0,3,1,2,0,0,0,0,0,0,14.0,2023,194
Cameron Heyward,PIT,0,0,0,0,0,1.0,6,5,1,1,1,0,0,0,0,14.0,2023,194
Elandon Roberts,PIT,0,0,0,0,1,1.0,6,2,4,1,1,0,0,0,0,14.0,2023,194
Nick Herbig,PIT,0,0,0,0,0,0.0,7,5,2,1,0,0,0,0,0,14.0,2023,194
Minkah Fitzpatrick,PIT,0,0,0,0,0,0.0,5,2,3,1,0,0,0,0,0,14.0,2023,194
T.J. Watt,PIT,0,0,0,0,0,0.0,5,3,2,1,0,0,0,0,0,14.0,2023,194
Blake Martinez,PIT,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,14.0,2023,194
Joey Porter Jr.,PIT,0,0,0,0,1,0.0,4,4,0,0,0,0,0,0,0,14.0,2023,194
Damontae Kazee,PIT,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,14.0,2023,194
Patrick Peterson,PIT,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,14.0,2023,194
Montravius Adams,PIT,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,14.0,2023,194
Alex Highsmith,PIT,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,14.0,2023,194
Larry Ogunjobi,PIT,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,14.0,2023,194
Keeanu Benton,PIT,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,194
Mark Robinson,PIT,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,194
Trenton Thompson,PIT,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,194
Levi Wallace,PIT,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,194
Armon Watts,PIT,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,194
Calvin Austin III,PIT,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,14.0,2023,194
