Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Jonathan Greenard,HOU,0,0,0,0,1,2.0,6,5,1,2,2,0,0,0,0,14.0,2023,200
Maliek Collins,HOU,0,0,0,0,0,1.0,4,1,3,1,1,0,0,0,0,14.0,2023,200
Sheldon Rankins,HOU,0,0,0,0,0,1.0,2,2,0,2,1,0,0,0,0,14.0,2023,200
Christian Harris,HOU,0,0,0,0,0,0.0,10,7,3,0,0,0,0,0,1,14.0,2023,200
Jalen Pitre,HOU,0,0,0,0,0,0.0,8,7,1,0,0,0,0,0,0,14.0,2023,200
Jimmie Ward,HOU,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,14.0,2023,200
Steven Nelson,HOU,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,14.0,2023,200
Derek Stingley Jr.,HOU,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,0,14.0,2023,200
Denzel Perryman,HOU,0,0,0,0,2,0.0,4,1,3,1,1,0,0,0,0,14.0,2023,200
Blake Cashman,HOU,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,14.0,2023,200
Derek Barnett,HOU,0,0,0,0,0,0.0,2,2,0,2,1,0,0,0,0,14.0,2023,200
Khalil Davis,HOU,0,0,0,0,0,0.0,2,2,0,0,0,1,0,0,0,14.0,2023,200
Jake Hansen,HOU,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,14.0,2023,200
D'Angelo Ross,HOU,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,14.0,2023,200
Desmond King,HOU,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,200
Tavierre Thomas,HOU,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,200
Adrian Amos,HOU,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,14.0,2023,200
Will Anderson,HOU,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,14.0,2023,200
Henry To'oTo'o,HOU,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,14.0,2023,200
Quinnen Williams,NYJ,0,0,0,0,0,1.0,3,2,1,1,2,0,0,0,0,14.0,2023,200
Bryce Huff,NYJ,0,0,0,0,0,1.0,2,1,1,1,1,0,0,0,0,14.0,2023,200
Solomon Thomas,NYJ,0,0,0,0,0,1.0,2,2,0,1,1,0,0,0,0,14.0,2023,200
Will McDonald,NYJ,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,14.0,2023,200
Quincy Williams,NYJ,0,0,0,0,1,0.0,5,3,2,1,0,0,0,0,0,14.0,2023,200
Tony Adams,NYJ,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0,14.0,2023,200
Sauce Gardner,NYJ,0,0,0,0,2,0.0,4,3,1,1,0,0,0,0,0,14.0,2023,200
C.J. Mosley,NYJ,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0,14.0,2023,200
D.J. Reed,NYJ,0,0,0,0,3,0.0,4,4,0,0,0,0,0,0,0,14.0,2023,200
Ashtyn Davis,NYJ,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,14.0,2023,200
Quinton Jefferson,NYJ,0,0,0,0,0,0.0,3,1,2,0,1,0,0,0,0,14.0,2023,200
Jordan Whitehead,NYJ,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,14.0,2023,200
Jermaine Johnson II,NYJ,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,14.0,2023,200
Michael Carter II,NYJ,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,200
Micheal Clemons,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,200
Samuel Eguavoen,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,200
Justin Hardee,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,200
Jalyn Holmes,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,200
Jamien Sherwood,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,200
