Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Ahkello Witherspoon,LAR,1,17,0,17,1,0.0,4,4,0,0,0,0,0,0,0,14.0,2023,201
Ernest Jones,LAR,0,0,0,0,1,1.0,10,6,4,0,1,0,0,0,0,14.0,2023,201
Byron Young,LAR,0,0,0,0,0,1.0,2,2,0,1,1,0,0,0,0,14.0,2023,201
John Johnson,LAR,0,0,0,0,0,0.0,8,7,1,0,0,0,0,0,0,14.0,2023,201
Michael Hoecht,LAR,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,14.0,2023,201
Jordan Fuller,LAR,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,0,14.0,2023,201
Bobby Brown,LAR,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,14.0,2023,201
Derion Kendrick,LAR,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,14.0,2023,201
Jonah Williams,LAR,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,14.0,2023,201
Russ Yeast,LAR,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,14.0,2023,201
Cobie Durant,LAR,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,14.0,2023,201
Christian Rozeboom,LAR,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,14.0,2023,201
Ben Skowronek,LAR,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,14.0,2023,201
Nick Hampton,LAR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,201
Jake Hummel,LAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,201
Troy Reeder,LAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,201
Tre'Vius Tomlinson,LAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,201
Kobie Turner,LAR,0,0,0,0,0,0.0,1,0,1,0,2,0,0,0,0,14.0,2023,201
Aaron Donald,LAR,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,14.0,2023,201
Keir Thomas,LAR,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,14.0,2023,201
Austin Trammell,LAR,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,14.0,2023,201
Nnamdi Madubuike,BAL,0,0,0,0,0,1.0,7,5,2,1,5,0,0,0,0,14.0,2023,201
Travis Jones,BAL,0,0,0,0,0,1.0,2,1,1,1,2,0,0,0,0,14.0,2023,201
Roquan Smith,BAL,0,0,0,0,0,0.0,10,5,5,2,1,0,0,0,0,14.0,2023,201
Kyle Hamilton,BAL,0,0,0,0,0,0.0,7,4,3,1,0,0,0,0,0,14.0,2023,201
Patrick Queen,BAL,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,14.0,2023,201
Brandon Stephens,BAL,0,0,0,0,0,0.0,6,5,1,1,0,0,0,0,0,14.0,2023,201
Geno Stone,BAL,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,14.0,2023,201
Marcus Williams,BAL,0,0,0,0,1,0.0,5,5,0,0,0,0,0,0,0,14.0,2023,201
Marlon Humphrey,BAL,0,0,0,0,1,0.0,4,3,1,0,1,0,0,0,0,14.0,2023,201
Kyle Van Noy,BAL,0,0,0,0,1,0.0,4,3,1,2,0,0,0,0,0,14.0,2023,201
Jadeveon Clowney,BAL,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,14.0,2023,201
Del'Shawn Phillips,BAL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,14.0,2023,201
Tavius Robinson,BAL,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,14.0,2023,201
Jalyn Armour-Davis,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,201
Arthur Maulet,BAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,201
Odafe Oweh,BAL,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,14.0,2023,201
Michael Pierce,BAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2023,201
Trenton Simpson,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,201
Brent Urban,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,201
Daryl Worley,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2023,201
