Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Dontrell Hilliard,TEN,5,4,23,1,2.0,-3,-0.8,26,6.5,0.4,0,,0,0.0,0,125.4,5.0,2022,75
Robert Woods,TEN,8,4,37,0,1.0,22,5.5,15,3.8,5.5,0,,2,25.0,0,63.0,5.0,2022,75
Derrick Henry,TEN,2,2,30,0,1.0,12,6.0,18,9.0,6.0,0,,0,0.0,0,118.7,5.0,2022,75
Nick Westbrook-Ikhine,TEN,3,2,72,0,1.0,61,30.5,11,5.5,36.7,0,,0,0.0,0,109.7,5.0,2022,75
Austin Hooper,TEN,1,1,7,0,1.0,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8,5.0,2022,75
Kyle Philips,TEN,2,1,7,0,,4,4.0,3,3.0,7.0,0,,0,0.0,0,58.3,5.0,2022,75
Geoff Swaim,TEN,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5,5.0,2022,75
Chigoziem Okonkwo,TEN,1,0,0,0,,0,,0,,12.0,0,,1,100.0,0,39.6,5.0,2022,75
Curtis Samuel,WAS,8,6,62,0,4.0,49,8.2,13,2.2,8.4,1,6.0,1,12.5,0,96.9,5.0,2022,75
J.D. McKissic,WAS,7,5,37,0,,1,0.2,36,7.2,0.6,1,5.0,0,0.0,1,44.0,5.0,2022,75
Terry McLaurin,WAS,6,5,76,0,3.0,43,8.6,33,6.6,10.0,5,1.0,0,0.0,0,118.7,5.0,2022,75
John Bates,WAS,3,3,39,0,1.0,25,8.3,14,4.7,8.3,0,,0,0.0,0,118.7,5.0,2022,75
Antonio Gibson,WAS,4,3,33,0,1.0,9,3.0,24,8.0,2.8,0,,1,25.0,0,99.0,5.0,2022,75
Dyami Brown,WAS,4,2,105,2,2.0,76,38.0,29,14.5,33.3,0,,0,0.0,0,135.4,5.0,2022,75
Cam Sims,WAS,2,1,7,0,,8,8.0,-1,-1.0,14.0,0,,0,0.0,0,58.3,5.0,2022,75
Cole Turner,WAS,3,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6,5.0,2022,75
