Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Joe Burrow,CIN,24,35,217,1,1,2,15,33,82.7,5.0,2022,79
Tyler Boyd,CIN,0,0,0,0,0,1,12,0,,5.0,2022,79
Joe Mixon,CIN,0,0,0,0,0,0,0,0,,5.0,2022,79
Samaje Perine,CIN,0,0,0,0,0,0,0,0,,5.0,2022,79
Hayden Hurst,CIN,0,0,0,0,0,0,0,0,,5.0,2022,79
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,5.0,2022,79
Mike Thomas,CIN,0,0,0,0,0,0,0,0,,5.0,2022,79
Stanley Morgan Jr.,CIN,0,0,0,0,0,0,0,0,,5.0,2022,79
Lamar Jackson,BAL,19,32,174,1,1,1,4,21,71.6,5.0,2022,79
J.K. Dobbins,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
Kenyan Drake,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
Devin Duvernay,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
Mike Davis,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
Demarcus Robinson,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
Tylan Wallace,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
James Proche,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
Josh Oliver,BAL,0,0,0,0,0,0,0,0,,5.0,2022,79
