Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
George Kittle,SFO,6,5,47,0,2.0,31,6.2,16,3.2,5.8,0,,0,0.0,0,99.3,5.0,2022,76
Brandon Aiyuk,SFO,4,3,58,0,2.0,33,11.0,25,8.3,13.3,1,3.0,0,0.0,0,116.7,5.0,2022,76
Tevin Coleman,SFO,3,3,44,1,2.0,24,8.0,20,6.7,8.0,0,,0,0.0,0,158.3,5.0,2022,76
Jauan Jennings,SFO,2,2,45,0,2.0,11,5.5,34,17.0,5.5,2,1.0,0,0.0,0,118.7,5.0,2022,76
Kyle Juszczyk,SFO,2,2,27,0,1.0,0,0.0,27,13.5,0.0,1,2.0,0,0.0,0,118.7,5.0,2022,76
Deebo Samuel,SFO,9,2,20,1,2.0,11,5.5,9,4.5,8.1,0,,5,55.6,0,76.6,5.0,2022,76
Jeff Wilson,SFO,2,1,12,0,1.0,0,0.0,12,12.0,-3.0,0,,1,50.0,0,68.7,5.0,2022,76
Danny Gray,SFO,2,0,0,0,,0,,0,,22.5,0,,1,50.0,0,39.6,5.0,2022,76
Christian McCaffrey,CAR,12,7,50,0,2.0,-1,-0.1,51,7.3,0.8,1,7.0,2,16.7,1,33.3,5.0,2022,76
Terrace Marshall Jr.,CAR,4,4,30,0,2.0,22,5.5,8,2.0,5.5,0,,0,0.0,0,97.9,5.0,2022,76
D.J. Moore,CAR,8,4,59,0,3.0,34,8.5,25,6.3,17.4,1,4.0,0,0.0,0,74.5,5.0,2022,76
Shi Smith,CAR,5,4,69,0,2.0,52,13.0,17,4.3,13.6,0,,0,0.0,0,118.7,5.0,2022,76
Giovanni Ricci,CAR,3,3,27,0,,17,5.7,10,3.3,5.7,0,,0,0.0,0,104.2,5.0,2022,76
Ian Thomas,CAR,2,2,8,0,,-4,-2.0,12,6.0,-2.0,0,,0,0.0,0,83.3,5.0,2022,76
Robbie Chosen,CAR,5,1,32,0,1.0,32,32.0,0,0.0,16.2,0,,0,0.0,0,53.7,5.0,2022,76
Tommy Tremble,CAR,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6,5.0,2022,76
