Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Daxton Hill,CIN,1,0,0,0,1,0.0,8,3,5,0,0,0,0,0,0,4.0,2023,54
Sam Hubbard,CIN,0,0,0,0,0,1.0,4,4,0,1,2,0,0,0,0,4.0,2023,54
Myles Murphy,CIN,0,0,0,0,0,1.0,3,2,1,1,1,0,0,0,0,4.0,2023,54
Trey Hendrickson,CIN,0,0,0,0,0,0.5,6,3,3,1,1,0,0,0,0,4.0,2023,54
B.J. Hill,CIN,0,0,0,0,0,0.5,1,0,1,0,2,0,0,0,0,4.0,2023,54
Nick Scott,CIN,0,0,0,0,0,0.0,11,9,2,1,0,0,0,0,0,4.0,2023,54
Germaine Pratt,CIN,0,0,0,0,0,0.0,7,6,1,0,0,0,0,0,0,4.0,2023,54
Cam Taylor-Britt,CIN,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,1,4.0,2023,54
Chidobe Awuzie,CIN,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,4.0,2023,54
Logan Wilson,CIN,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,4.0,2023,54
Mike Hilton,CIN,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,4.0,2023,54
Tycen Anderson,CIN,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,4.0,2023,54
Zachary Carter,CIN,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,4.0,2023,54
D.J. Reader,CIN,0,0,0,0,0,0.0,2,0,2,0,1,0,0,0,0,4.0,2023,54
Jay Tufele,CIN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,4.0,2023,54
Markus Bailey,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,54
Chase Brown,CIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2023,54
Andrei Iosivas,CIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2023,54
Joseph Ossai,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,54
Josh Tupou,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,54
DJ Turner,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,54
Mitchell Wilcox,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,54
Trayveon Williams,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,54
Jalen Davis,CIN,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,4.0,2023,54
Cameron Sample,CIN,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,4.0,2023,54
Trevis Gipson,TEN,0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,1,4.0,2023,54
Arden Key,TEN,0,0,0,0,0,1.0,1,1,0,1,2,0,0,0,0,4.0,2023,54
Denico Autry,TEN,0,0,0,0,0,0.5,4,0,4,0,1,0,0,0,0,4.0,2023,54
Jeffery Simmons,TEN,0,0,0,0,0,0.5,2,1,1,0,2,0,0,0,0,4.0,2023,54
Jack Gibbens,TEN,0,0,0,0,1,0.0,10,4,6,0,0,0,0,0,0,4.0,2023,54
Azeez Al-Shaair,TEN,0,0,0,0,2,0.0,9,5,4,1,2,0,0,0,0,4.0,2023,54
Kevin Byard,TEN,0,0,0,0,0,0.0,6,6,0,0,0,1,0,0,0,4.0,2023,54
Roger McCreary,TEN,0,0,0,0,0,0.0,6,4,2,1,0,0,0,0,0,4.0,2023,54
Amani Hooker,TEN,0,0,0,0,1,0.0,5,4,1,1,0,0,0,0,0,4.0,2023,54
Sean Murphy-Bunting,TEN,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,4.0,2023,54
Kristian Fulton,TEN,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0,4.0,2023,54
Naquan Jones,TEN,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,4.0,2023,54
Harold Landry,TEN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,4.0,2023,54
Shyheim Carter,TEN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2023,54
Matthew Jackson,TEN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2023,54
Chris Moore,TEN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,4.0,2023,54
Kyle Peko,TEN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,54
Rashad Weaver,TEN,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,4.0,2023,54
Tyjae Spears,TEN,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,4.0,2023,54
Ryan Tannehill,TEN,0,0,0,0,0,0.0,0,0,0,0,0,1,-12,0,0,4.0,2023,54
Teair Tart,TEN,0,0,0,0,0,0.0,0,0,0,0,3,0,0,0,0,4.0,2023,54
