Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Mason Rudolph,TEN,25,40,215,1,1,3,15,26,74.5,7.0,2024,97
Tony Pollard,TEN,0,0,0,0,0,0,0,0,,7.0,2024,97
Julius Chestnut,TEN,0,0,0,0,0,0,0,0,,7.0,2024,97
Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,,7.0,2024,97
Tyler Boyd,TEN,0,0,0,0,0,0,0,0,,7.0,2024,97
Calvin Ridley,TEN,0,0,0,0,0,0,0,0,,7.0,2024,97
Josh Whyle,TEN,0,0,0,0,0,0,0,0,,7.0,2024,97
Nick Vannett,TEN,0,0,0,0,0,0,0,0,,7.0,2024,97
Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,7.0,2024,97
DeAndre Hopkins,TEN,0,0,0,0,0,0,0,0,,7.0,2024,97
Josh Allen,BUF,21,33,323,2,0,1,8,57,116.1,7.0,2024,97
Ray Davis,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
James Cook,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
Keon Coleman,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
Amari Cooper,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
Ty Johnson,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
Mack Hollins,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
Curtis Samuel,BUF,0,0,0,0,0,0,0,0,,7.0,2024,97
