Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Aaron Rodgers,NYJ,0,0,7.0,2024,105
Breece Hall,NYJ,0,0,7.0,2024,105
Isaiah Davis,NYJ,0,0,7.0,2024,105
Braelon Allen,NYJ,0,0,7.0,2024,105
Garrett Wilson,NYJ,0,0,7.0,2024,105
Allen Lazard,NYJ,0,0,7.0,2024,105
Davante Adams,NYJ,0,0,7.0,2024,105
Mike Williams,NYJ,0,0,7.0,2024,105
Tyler Conklin,NYJ,0,0,7.0,2024,105
Irvin Charles,NYJ,0,0,7.0,2024,105
Russell Wilson,PIT,0,0,7.0,2024,105
Najee Harris,PIT,0,0,7.0,2024,105
Jaylen Warren,PIT,0,0,7.0,2024,105
George Pickens,PIT,0,0,7.0,2024,105
Pat Freiermuth,PIT,0,0,7.0,2024,105
Darnell Washington,PIT,0,0,7.0,2024,105
Calvin Austin III,PIT,0,0,7.0,2024,105
Van Jefferson,PIT,0,0,7.0,2024,105
