Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Tom Brady,TAM,29,43,246,2,0,3,17,28,97.6,12.0,2022,169
Rachaad White,TAM,0,0,0,0,0,0,0,0,,12.0,2022,169
Julio Jones,TAM,0,0,0,0,0,0,0,0,,12.0,2022,169
Ke'Shawn Vaughn,TAM,0,0,0,0,0,0,0,0,,12.0,2022,169
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,12.0,2022,169
Mike Evans,TAM,0,0,0,0,0,0,0,0,,12.0,2022,169
Cameron Brate,TAM,0,0,0,0,0,0,0,0,,12.0,2022,169
Ko Kieft,TAM,0,0,0,0,0,0,0,0,,12.0,2022,169
Breshad Perriman,TAM,0,0,0,0,0,0,0,0,,12.0,2022,169
Jacoby Brissett,CLE,23,37,210,1,1,4,32,45,75.3,12.0,2022,169
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,12.0,2022,169
Anthony Schwartz,CLE,0,0,0,0,0,0,0,0,,12.0,2022,169
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,12.0,2022,169
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,12.0,2022,169
David Njoku,CLE,0,0,0,0,0,0,0,0,,12.0,2022,169
David Bell,CLE,0,0,0,0,0,0,0,0,,12.0,2022,169
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,12.0,2022,169
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,12.0,2022,169
